pretty_formula,task_id,spacegroup.number,final_energy_per_atom,density,formation_energy_per_atom,volume,band_gap,min_abc,max_abc,Dimension,Dim,is_uv
MoSeS,mp-1018806,38,-6.9152368750000015,3.8404981799630287,-0.9770554168229176,178.9733788766838,0.8390000000000001,3.2563588438114435,19.490903,2.0,1.0,-1
SiS,mp-1023900,53,-5.20089078125,0.6288316745264756,-0.7517388378125007,635.3512977903785,0.4874999999999998,3.985430000000002,23.99833,1.0,1.0,-1
WS2,mp-1023925,164,-7.894454168333334,3.859300801115937,-1.2597521004166683,213.38780963937214,1.6969999999999998,3.190731161109002,24.202402,2.0,1.0,-1
Te2MoWSe2,mp-1023927,156,-6.566540791666667,4.615540662390488,-0.3861750724479171,249.2855341136192,1.0386000000000002,3.434045936118211,24.409239000000003,2.0,1.0,-1
MoWSe4,mp-1023928,156,-7.0374250883333325,4.379170905782481,-0.7395225198958334,225.8533179288113,1.2829000000000002,3.3228768403689,23.619322,2.0,1.0,-1
WSeS,mp-1023929,156,-7.536897121666668,4.636441761431047,-0.8945545168229169,211.21147512133626,0.8086000000000001,3.2547184588596907,23.022902,2.0,1.0,-1
MoW(SeS)2,mp-1023930,156,-7.209056068333332,3.9397431506222063,-0.9187940368229164,211.5133621490713,0.5892,3.2574087980505304,23.017742,2.0,1.0,-1
TeWS,mp-1023931,156,-7.111911776666666,4.868999127645586,-0.5871060210416665,234.3000921210896,0.0,3.3596731058858977,23.968878,2.0,1.0,-1
Te2MoWS2,mp-1023932,156,-6.859130499999999,4.265769127892471,-0.6864053177083337,233.2159876364981,0.0,3.358265420918662,23.877981,2.0,1.0,-1
MoS2,mp-1023939,164,-7.237950478333333,2.424142372982236,-1.3074095570833333,219.29610352354482,1.5539,3.1903153919636225,24.879004,2.0,1.0,-1
TeWSe,mp-1023943,156,-6.820523523333333,5.178042236733031,-0.2880772307812502,250.39365148541316,0.8321999999999998,3.4371045374128504,24.474129,2.0,1.0,-1
TeMoSe,mp-1023948,156,-6.273582045,4.026683951625759,-0.4452968991145833,249.49217454411487,0.6357999999999999,3.4385664255740362,24.365285,2.0,1.0,-1
