pretty_formula,task_id,spacegroup.number,final_energy_per_atom,density,formation_energy_per_atom,volume,band_gap,min_abc,max_abc,Dimension,Dim,is_uv
NbS2,mp-10033,194,-7.138574028333332,4.019532989371367,-1.456145770416666,129.74892583639428,0.0,3.3627536616631613,13.248997,2.0,1.0,-1
VS2,mp-1013525,194,-6.636547675,3.0236853435834594,-1.2932524070833342,126.3892895520712,0.0,3.180255578645842,14.429642,2.0,1.0,-1
VS2,mp-1013526,166,-6.6333908999999975,3.3643343346397767,-1.2900956320833334,56.79599653187296,0.0,6.689183702477979,6.689184059641727,2.0,1.0,-1
TiSCl,mp-1013900,59,-6.120934281666668,3.041376562767094,-1.9134899949061115,125.99643368417291,0.0,3.439052,7.5786419999999985,2.0,1.0,-1
MoS2,mp-1018809,194,-7.237796761666666,4.306155808586161,-1.3072558404166668,123.45233205945364,1.3361,3.1929179132237326,13.982768,2.0,1.0,-1
PdCl2,mp-1018891,14,-3.4263222966666667,3.841986559922636,-0.8637943755066665,153.28359218926624,0.7937,4.280042,6.466780726581426,2.0,1.0,-1
Y(NO3)3,mp-1020671,14,-6.824324990192308,2.635770932638115,-1.5524113828889743,692.8011957840909,3.2704000000000004,6.229126,11.267703084342699,2.0,1.0,1
MoS2,mp-1023924,187,-7.236762006666668,1.729127580420431,-1.3062210854166676,153.7205764342924,1.6606999999999998,3.1903153919636225,17.439501999999994,2.0,1.0,-1
WS2,mp-1023937,187,-7.893558746666668,2.7309312361995106,-1.258856678750001,150.77782511940194,1.8091,3.1907306611089887,17.101201,2.0,1.0,-1
ZrHCl,mp-1024958,164,-5.620449268333334,4.3405667543924285,-1.2733531789600008,97.69499841094154,0.0,3.3591887412417,9.997075,2.0,1.0,-1
RuF6,mp-1025168,229,-4.4701378557142855,2.830918955006563,-1.9276106474485712,126.14851694337702,0.0,5.472275962449262,5.4722765397995925,0.0,1.0,-1
RhF6,mp-1025250,229,-3.9031570785714287,2.678946593285884,-1.6334986967342855,134.44245141742627,0.8822999999999999,5.589669170033858,5.589669170033858,0.0,1.0,-1
Mn(AlS2)2,mp-1025314,160,-5.573701854285715,2.752463127644856,-1.2101564831650249,143.07741474770071,0.0,12.470603646462749,12.470603755851958,2.0,1.0,-1
TiS2,mp-1062030,12,-6.658735466666666,1.6281554894906718,-1.7115782165277775,114.22459036770374,0.04970000000000002,3.4200757805303086,11.327305589918993,2.0,1.0,-1
CoO2,mp-1062939,166,-5.7364124133333325,4.2237988842574685,-1.161196169166666,142.99556796054273,1.1238,4.906542654330033,5.676796384363808,2.0,1.0,-1
PbS,mp-1067933,12,-4.3995307775,3.9168525170193615,-0.8067123090625001,202.87150360840863,2.2622,4.245334763957725,11.312144976437759,2.0,1.0,-1
ZrCl,mp-1067974,164,-6.4225544225,4.470560799827823,-1.5217786191300011,94.10546763967042,0.0,3.361667231758224,9.615563,2.0,1.0,-1
NbS2,mp-1072712,194,-7.135410988333334,3.0389349058108723,-1.452982730416667,171.61607730973333,0.0,3.3687221469753186,17.462120000000002,2.0,1.0,-1
