pretty_formula,task_id,spacegroup.number,final_energy_per_atom,density,formation_energy_per_atom,volume,band_gap,min_abc,max_abc,Dimension,Dim,is_uv
GaSb2(TeCl2)2,mp-1194704,2,-3.44705390125,3.989806053325888,-0.9372645957544444,2364.839110442141,0.5215000000000001,9.806708,18.43148623532365,1.0,1.0,-1
Ir(SeBr3)3,mp-1194789,14,-2.8354461934615385,4.143472682145065,-0.21556129246394234,1840.664486362421,1.4533999999999998,8.941998,17.300144082009982,0.0,1.0,-1
Rh2(Se3Br2)3,mp-1194813,88,-3.5601980455882347,4.424609343136057,-0.265293440946691,2095.466324669829,1.3799,15.701306910281355,15.701306910281355,2.0,1.0,-1
AlSb2(SeCl2)2,mp-1194909,2,-3.8557333005555554,3.300858028329444,-1.1878660591919443,1147.4532497964842,1.1274,9.427942,11.92810667861824,1.0,1.0,-1
B10H33C10I,mp-1195030,2,-5.1943443769444455,1.0711153493788976,-0.2406953556690115,1204.2138287746886,2.9543,9.618986,13.577169563505384,0.0,1.0,-1
Ir(SeBr3)3,mp-1195337,14,-2.84977596,4.211839586984707,-0.22989105900240395,1810.7866785347642,1.651,9.962674,18.972839064118713,0.0,1.0,-1
HgH9C3SI3,mp-1195374,14,-4.160681970441177,2.956030584865266,-0.3261713746002942,1479.576613373776,2.3803,9.050672,16.591097,0.0,1.0,-1
As2O3,mp-1195383,14,-6.043179343166669,3.630712253324062,-1.6321326999166672,2171.6292612727602,3.4555,11.215628,14.050799,2.0,1.0,1
Ir2(Se3Br2)3,mp-1195597,88,-3.709587384264706,5.050866250885382,-0.24125659727022045,2070.5481471224944,1.5193,15.584328819974608,15.584328819974608,2.0,1.0,-1
SiBr2,mp-1195825,15,-3.5605965780555566,2.7543629193119163,-0.6608742113888889,1359.317589948462,2.3639,10.775831838801356,14.75220780760575,0.0,1.0,-1
Ga2SbTe4Cl7,mp-1195835,14,-3.280653465357143,3.554000429570284,-1.0281282652014292,1905.8855858662866,1.2309,7.35612,19.524479,1.0,1.0,-1
Si10(H3C)19,mp-1196075,2,-5.095582619651164,0.9295903798215616,-0.2789900243179065,2023.9311170034227,3.123,10.376619,15.992545380613153,0.0,1.0,1
TaP2H27C9Cl2,mp-1196107,15,-5.134322916829269,1.54867525839857,-0.3610066372293381,1926.2092726536173,2.8097000000000003,14.348150827199442,14.777388166918065,0.0,1.0,-1
Si(H3C)2,mp-1196125,5,-5.100519734920635,0.8830768839363915,-0.2874869140006357,1530.9543512855835,3.6967,10.391849646440477,17.360080145356847,0.0,1.0,1
CuP4S3Br,mp-1196166,2,-4.641911785833333,2.6670982564765096,-0.4409955351289688,905.3621485623823,1.9243,6.523969,15.836252691692126,2.0,1.0,-1
Ga3Sb7(S4Cl7)2,mp-1196451,4,-3.756424293125,3.1213416565123207,-1.1525140494731252,1930.4523807824203,2.0643,8.999599,17.46858479902997,0.0,1.0,-1
P7H54Ir2C18ClF6,mp-1196516,2,-5.151057268068182,1.575928170989154,-0.5331612912031812,2152.2981516513205,1.0304,9.9619549805342,15.424657877759032,0.0,1.0,-1
Ir2(Se3Cl2)3,mp-1196619,88,-3.876484676470588,4.541994639054051,-0.5433570294502204,1912.4986967745328,1.5989000000000002,14.997487429950151,14.997487429950151,0.0,1.0,-1
TcP2H18(C3Br)2,mp-1196787,15,-5.110732165948275,1.798933845742401,-0.3473877239587182,1513.6943202659818,1.1176,10.644049045767874,17.9304852776931,0.0,1.0,-1
S,mp-1196831,3,-4.125941234875,1.6508298231044178,0.010508632000000516,2580.287049595476,2.3187,10.227076,19.209660321551237,1.0,1.0,-1
AlTeH6C2Cl3,mp-1196941,57,-4.486962039615385,1.8782308942966808,-0.7529304197307695,1029.1232573960058,3.9733,6.647092,14.009934,0.0,1.0,1
Ga6CuSb7(TeCl3)8,mp-1196993,2,-3.397296847391305,3.5323300178517414,-1.084044255070435,1507.073889973884,1.1443,11.957101,12.748257463212257,0.0,1.0,-1
As2S2O9,mp-1197011,7,-5.982739480769231,2.897099837069192,-1.7923390375000008,820.7097441090483,4.073,6.865364,17.480259612574006,0.0,1.0,1
AlP2H18(C2Cl)3,mp-1197086,62,-4.947980930333333,1.1244540768732794,-0.547659444069428,1686.4215757094958,4.8347,10.483164,14.331206,0.0,1.0,1
Si3BiH27(C5Cl)2,mp-1197314,2,-5.0642829037209305,1.5361338428343116,-0.3569718530060465,2211.542756048888,3.1206,9.275581,17.03690875688163,0.0,1.0,1
Al2Bi7Ru(BrCl4)2,mp-1197319,14,-3.965063278,5.179671345689993,-1.100041159054,2643.34568023159,1.185,10.05595,18.455601,0.0,1.0,-1
Si3As(H3C)9,mp-1197341,14,-5.097879855437499,0.9369229202395986,-0.3116554398809989,2087.7282999558533,3.3859000000000004,10.608817,16.297893,0.0,1.0,1
BP4(SI)3,mp-1197482,62,-4.259385226818182,2.7189693569500686,-0.3208813484388535,1494.1098157069614,2.1989,9.128766,13.293164,0.0,1.0,-1
FeTe3S3Cl3(OF2)9,mp-1197776,14,-4.577706560202702,2.7448963993747504,-2.060724943225,2727.5365015157195,3.0463,9.790239,18.7485181906807,0.0,1.0,1
W2Br5,mp-1197907,14,-5.344352556785714,5.282366038136626,-0.4727974653571425,1929.3862828860924,0.8696,9.5385,18.543785616675848,2.0,1.0,-1
ReN2(OF2)4,mp-1198019,61,-5.4907349705833335,3.686470560799712,-1.7109660035353338,1550.2580519385376,0.5304,10.036571,12.679464,0.0,1.0,-1
P3CN2Cl13,mp-1198055,4,-3.900723435,1.66450170635582,-0.8653736793607522,2369.682634215645,0.0111,10.886226,17.455805349866445,0.0,1.0,-1
CuAs7PS7Br,mp-1198103,14,-4.461824839411765,3.2355202118089137,-0.4574614879674374,1895.4917576065438,1.8225,9.811923,14.168952395335655,1.0,1.0,-1
AlH7C2SCl4,mp-1198123,14,-4.456945931083334,1.339572104999272,-0.8992334221836671,2300.065748637788,4.6652000000000005,11.464913,15.320757052213347,0.0,1.0,1
NbAl2(SeCl4)2,mp-1198176,14,-4.3263776103846165,2.4514517900821886,-1.663678574289808,1594.2936947758758,1.9328,9.281306,18.746440632078,0.0,1.0,-1
As2H2CCl4,mp-1198214,9,-4.055373576111111,2.2397056025416253,-0.7176074939199998,1359.8122996034951,3.4624,11.609862659359324,12.454656530223744,0.0,1.0,1
SiP2H18(C3Br2)2,mp-1198259,14,-4.794540799516129,1.8978654030681643,-0.3921041541065437,1749.3983576499677,2.7460000000000004,8.814413,15.27132305280646,0.0,1.0,-1
CoAs2S4(O2F3)4,mp-1198499,14,-5.068406237685185,2.45634756799868,-2.125575147751112,1873.9599139674328,2.5374000000000003,8.819089,15.344011040466635,0.0,1.0,-1
Cu4H18C6S3I4,mp-1198506,64,-4.506946707357144,2.862390897619902,-0.3187241117724276,2200.3001566496296,2.6151,11.100073,16.36115600736965,2.0,1.0,-1
OsSeS3Cl4,mp-1198672,4,-4.144265849166667,3.3067599809761568,-0.7934192452509726,1018.7862896704056,1.4304,9.315965,11.878907793910393,0.0,1.0,-1
InSeClO3,mp-1198762,61,-4.924969896041667,4.252304212288867,-1.551896130933958,866.071464354568,3.3801,7.15827,16.664532,2.0,1.0,1
Te6RuBr8,mp-1198778,14,-3.0822551151666677,4.583708150732488,-0.33361461150000005,2182.171306933204,1.4039,9.833324,17.126028,0.0,1.0,-1
CdSb5OF28,mp-1198900,14,-4.348425783,3.5005604309751326,-2.474455349416286,2408.1849191011443,0.0242,10.231649,18.603508556314853,1.0,1.0,-1
InSi4H38C14Cl,mp-1199230,2,-5.116477185517241,1.2116994739163156,-0.3235166041520678,1285.6322495519555,3.9306,9.682889,12.602371868170252,0.0,1.0,1
InTe14(IrBr8)2,mp-1199238,2,-3.1171096587878786,4.850405322802741,-0.370879894242424,2440.354346499968,0.0040000000000000036,11.496124,17.8619469894025,0.0,1.0,-1
Si4Ge(H3C)11,mp-1199342,2,-5.084749101836733,0.9972232555845566,-0.2943372352951013,1166.8186040449584,3.771,9.623436,14.311517847520713,0.0,1.0,1
Si2BPH28C9,mp-1199409,14,-5.099870100914634,0.8028890567861128,-0.30238330845361155,1938.1096819119118,5.16,9.431222,15.846284,0.0,1.0,1
BCl,mp-1199460,205,-4.90130150875,1.8434931388811349,-0.9346801349633332,2000.2855081645728,0.0,12.59981,12.59981,0.0,1.0,-1
AlSnPH18(C3Cl2)2,mp-1199681,62,-4.822063899838709,1.3764760250449282,-0.5685225592506912,1972.0981229438705,5.2635000000000005,9.193129,18.888509,0.0,1.0,1
B8P2H39RhC13,mp-1199795,14,-5.3049159975,1.1483339361419098,-0.25850500300247864,2584.3071167343464,2.2867,10.28574546,17.17311098228683,0.0,1.0,-1
P2S7,mp-1199938,14,-4.540917100555556,1.89050181837426,-0.636750346001985,1006.2568049446724,2.0353,6.7174580000000015,13.092934060865655,1.0,1.0,-1
Si4Te2H44Pd(C8Cl)2,mp-1200140,15,-5.0422677252898565,1.4495056773073474,-0.3197699571130423,1790.3016875168755,1.9208,13.067531673447018,20.874737054298052,0.0,1.0,-1
Sc13Os3Br16,mp-1200815,58,-5.78090652984375,4.306752195196778,-1.33731508125,1876.6141630460031,0.0,9.026649,19.322725,2.0,1.0,-1
AlH6C2SeCl3,mp-1200831,57,-4.549172311538461,1.6480958003006363,-0.7880168033725956,976.7979597964244,4.9165,6.606856,13.427082,0.0,1.0,1
AlBi2Te2BrCl4,mp-1200931,15,-3.6056981065,4.784438810777951,-1.1592404308040003,1279.8004912658628,0.8872,11.655207668341994,13.778186662408373,2.0,1.0,-1
ZnAs2S4(O2F3)4,mp-1201031,14,-4.9742820209259255,2.4732375877188693,-2.178657382288149,1878.5539282729746,3.2295,8.820295,15.342753788072107,0.0,1.0,1
GaH6C2SeI3,mp-1201119,14,-4.110838527692308,3.1241445388597184,-0.3425288205049034,1189.463835084954,2.6548,7.881552,13.075353,0.0,1.0,-1
Be4N6O19,mp-1201141,205,-6.39249482512931,2.0629422787349934,-1.4497317736820683,2730.8463635462367,3.7137,13.97759403,13.97759403,0.0,1.0,1
TeS7Br2,mp-1201162,62,-3.62999887325,2.5950143503456,-0.5571905654375001,1310.1561586877208,2.0936,9.294203,13.92274,0.0,1.0,-1
P4Se3Br2,mp-1201169,15,-4.1075419802777775,2.620958817673245,-0.17257187375744032,1319.285877801188,2.32,10.65504147682683,13.343294536795625,0.0,1.0,-1
Si4Te2H44Pt(C8Cl)2,mp-1201326,15,-5.0528292039855085,1.5919000137267088,-0.31741801696811545,1815.1344348482053,2.1648,13.090286536992116,20.963289332207815,0.0,1.0,-1
Ga2Cu(SeO3)4,mp-1201552,14,-5.414121306973684,4.2576038989090765,-1.4621724011513155,1108.9358032677233,0.1095999999999997,4.6768,17.29938665791461,2.0,1.0,-1
BPBr6,mp-1201622,62,-3.2110283228125,2.857075220726648,-0.4717487137797622,1211.7112001483804,2.7254,7.609116999999999,13.342845,0.0,1.0,-1
SI3O10,mp-1201745,33,-4.597755464553573,3.967295086738319,-0.9904924360267856,1917.9031401116795,0.0,9.164381,20.994607,1.0,1.0,-1
Si(H3C)2,mp-1201793,2,-5.102897940444445,0.8883431517975623,-0.28986511952444405,2174.112230724068,3.8705,9.953195904636543,16.973927189006673,0.0,1.0,1
PH18PtC6S3ClF6,mp-1202301,14,-4.967476432013889,1.983930225415507,-0.9298025693335106,1881.240320533328,3.2089,8.747135,25.112824,0.0,1.0,1
InSi2H19C7Br2,mp-1202311,2,-4.962883018064517,1.6199448579369196,-0.3493789433477418,1779.5957565899325,3.1192,9.885653,14.613885570993155,1.0,1.0,1
Si4H36C13,mp-1202323,198,-5.183150413584905,0.8742099155737055,-0.3099442817041507,2315.5876000149083,5.018,13.229814,13.229814,0.0,1.0,1
Si4Bi2AsH38(C7Cl)2,mp-1202405,2,-5.065200525,1.6267472639166531,-0.32859285301770463,1801.830917614409,2.3631,9.848103,14.380381367285292,0.0,1.0,-1
PH11(C2Cl)2,mp-1202609,61,-4.898148347569443,1.126705168292269,-0.4278586870089687,1898.3722798444323,3.9324,10.817841,13.754082999999998,0.0,1.0,1
IrClOF6,mp-1202713,14,-4.109597099027777,3.4299267803788047,-1.5076462469888894,1385.2379723840072,0.02670000000000039,5.690647,19.726956,0.0,1.0,-1
Si10(H3C)19,mp-1202794,5,-5.099972204825582,0.9219947723711912,-0.2833796094923253,2040.6047324424896,3.2821,10.094631846037974,22.86568193903225,0.0,1.0,1
TaBr5,mp-1203015,12,-4.283450050555556,4.098239815896005,-0.9430483288888896,1411.175970582986,2.0349,6.791952784691088,14.440052490154633,0.0,1.0,-1
InH12C4Se2I3,mp-1203230,14,-4.392938060113637,2.474609389226889,-0.2975059116194323,1915.3620459354465,2.3882,8.538069,25.579049907918712,0.0,1.0,-1
KGaH9C3F,mp-1203242,219,-4.754703089666666,1.530401702863077,-0.594901980617999,1501.0220311718756,3.9788,12.851900507516856,12.851900507516856,0.0,1.0,1
Ga2Hg3Cl8,mp-1203326,14,-2.5641232851923075,3.960821937258483,-1.2565817533523076,1718.6199066472052,2.5314,7.409572,15.728741,0.0,1.0,-1
In2Te9RuCl8,mp-1203469,15,-3.4471116097500003,4.382146751035831,-0.7921979448040002,1335.9123713398815,1.3095,10.47463956473243,12.110055989726384,1.0,1.0,-1
TiP2(S4Cl)2,mp-1203568,14,-4.825656517307691,1.924889590115913,-1.0553730843843223,1508.7721920901095,1.8405,7.1783800000000015,17.5630723486049,0.0,1.0,-1
TcI4,mp-1203591,14,-3.283529334,4.778420054176908,0.0078047400000002655,1683.6563345533611,0.0,7.004060000000001,16.865088624665805,1.0,1.0,-1
CuAs7PS7Cl,mp-1203697,14,-4.490693033676472,3.1409123623555213,-0.5088635388944963,1858.5846185397838,1.8362,9.694321,14.063424849198327,1.0,1.0,-1
CuP2H18C6Cl,mp-1203798,198,-4.9918649476339265,1.1943560505244668,-0.3541658949754581,2793.47477595354,3.0060000000000002,14.08364009,14.08364009,0.0,1.0,1
TiPb(S2O7)3,mp-1203799,14,-6.2682647460344825,3.022955343734755,-2.074987051839081,1721.4148206393695,2.7366,7.229603,18.234946739797326,2.0,1.0,-1
CoP3H33C11I,mp-1203987,14,-5.039374915969388,1.2781756499408579,-0.27859766046274,2308.0070856221664,1.8674,9.42183135276082,16.83083137,0.0,1.0,-1
Se2S2O7,mp-1204052,14,-5.342032294318182,2.9334025935670645,-1.3731722061079557,756.3859146372826,0.018400000000000027,5.853242,17.659414181460782,0.0,1.0,-1
InH12C4Se2Cl3,mp-1204093,61,-4.5347993064772725,2.3236514823681267,-0.4762073813821589,2511.1063868075394,2.9381,11.66505947,18.30356837,0.0,1.0,-1
Si3Ge2(H3C)11,mp-1204200,2,-5.056986045612245,1.1151798266366888,-0.28294736611142834,1176.0862161966686,3.5394,9.616018,14.431340749566305,0.0,1.0,1
AsC3S3NF11,mp-1204430,14,-5.176219715789474,2.207323865394892,-1.684801096570789,1294.346861500672,0.5439999999999999,6.032938,15.49164322281726,0.0,1.0,-1
PH18PtC6S3BrF6,mp-1204443,14,-4.952704850972221,2.1233590478228126,-0.9043900004235113,1896.758829131499,3.0185,8.721959,25.031113,0.0,1.0,1
NO3,mp-1204579,14,-5.78374100796875,1.5697754329511733,-0.6113738595012501,1049.4398789468519,0.0041999999999999815,6.661257000000001,16.916281144363378,0.0,1.0,-1
FeAs2S4(O2F3)4,mp-1204738,14,-5.097498251666667,2.388224239855536,-2.136049195621481,1918.8250947938654,3.2335,8.927791000000003,15.45991816266506,0.0,1.0,1
AlB6H6(CCl3)2,mp-1205009,14,-4.989048622142857,1.5065518473874202,-0.7396670181561898,1475.35258547961,3.3489,9.304906,14.658279975654578,0.0,1.0,1
AlTeH6C2Br3,mp-1205099,57,-4.324781100384615,2.523803607005162,-0.5023474274399996,1116.8391046157526,3.717,6.963033,14.250019,0.0,1.0,1
VN3O10,mp-1205113,14,-6.479783690178572,2.0006164335531675,-1.2143567387242848,839.8264632251013,2.9996,5.939106,13.656928,0.0,1.0,-1
B11H2CCl11,mp-1205245,2,-5.0116322498,1.704466050859191,-0.8927552799573328,2037.8150841363567,3.5631,9.378881,15.837198816440676,0.0,1.0,1
Re2Te4Cl22O,mp-1205458,14,-3.479233280172413,2.9859319847452133,-1.0898317268265525,1867.2084911144927,0.07350000000000012,9.508662,18.609544554378594,0.0,1.0,-1
Te7OsO5F32,mp-1205467,2,-4.506365505888889,3.6470113051751327,-2.2860016706517774,1613.068148922438,1.2372,10.519061,15.674166987116413,0.0,1.0,-1
Zr(ClO4)4,mp-1207478,9,-4.843426798333333,2.187855561493796,-0.9627719394304758,742.3227164450645,4.5087,7.99845577104187,13.905290952549894,0.0,1.0,1
ZrBr4,mp-1207486,205,-4.3836047955,2.514287885197353,-1.3645234375000002,2170.684985242714,3.7818,12.947888,12.947888,0.0,1.0,1
ZrTe7SeCl6,mp-1207516,14,-3.703156741666666,4.082835836771321,-0.9318351097935832,2076.0249088458067,1.0316,11.777939,15.679314400348025,0.0,1.0,-1
TeBr4,mp-1208424,15,-2.3236926257499997,3.643513215871229,-0.38549120775,1630.5573114953272,2.5242,11.028643006825817,16.889465439932223,0.0,1.0,-1
Tl3Cr2(PS4)3,mp-1208541,14,-5.07836916275,3.475931225558532,-0.8630296694107138,2283.225981380353,1.5650000000000002,9.970036,19.574961919255554,2.0,1.0,-1
Te2As(SeF2)3,mp-1208562,60,-4.02902678875,3.9070402659280834,-1.5326304970142708,2315.438336862499,1.1084,11.014159,15.254567000000002,0.0,1.0,-1
TaP4(S2Cl)5,mp-1208658,2,-4.71906054425,2.2574773301374282,-0.9935568128417857,1180.9738974306515,1.6545,10.12726,12.109277427987188,0.0,1.0,-1
S3N,mp-1209413,61,-4.8372821359375,1.779380831321717,-0.24442168887625024,1645.4643083442081,1.6463,8.410511999999999,14.62198,0.0,1.0,-1
Sb3Cl11F4,mp-1209457,14,-3.336567687083333,2.573839086943073,-1.5664807426733334,2145.175410423036,1.7209,9.836811,17.152526,0.0,1.0,-1
RbP11,mp-1209498,11,-5.16840946125,2.2472797399955784,-0.12451958223214275,1259.633446584668,0.6393999999999997,6.8680020000000015,18.764031297161807,2.0,1.0,-1
Sb2Te3(SeF4)3,mp-1209641,19,-4.220146812125,3.957627805915532,-1.9590347466905629,1831.3479687808856,1.38,8.94098,16.215297,0.0,1.0,-1
SbTe2SeF6,mp-1209762,19,-4.2026977133750005,4.047965850980964,-1.959216175323376,1870.2895239388386,1.4718999999999998,9.018227,16.376124,0.0,1.0,-1
Nb4P2AuS20,mp-1210205,15,-5.640336539259257,3.2041997159283344,-1.0490228073941796,1318.2320398677425,0.017100000000000115,13.136668218984067,13.417986766062484,2.0,1.0,-1
Re3Br7,mp-1210365,2,-5.157295494,4.762817097526972,-0.2780887605000004,1559.0756066869026,0.35990000000000005,10.187002,14.908294845590556,0.0,1.0,-1
HfTe7SeCl6,mp-1212434,14,-3.818233475666666,4.391760533909598,-0.95294596246025,2061.975655249977,1.015,11.709917,15.665322775109425,0.0,1.0,-1
HfBr4,mp-1212517,205,-4.689013608,3.367982977566714,-1.3880346060000002,1964.676134807396,4.2937,12.524594,12.524594,0.0,1.0,1
Ca5Rh,mp-1214063,62,-3.128210005833333,2.4311852658959903,-0.2294921274999997,828.623031800698,0.0,6.794716,16.135423,2.0,1.0,-1
C4NCl3,mp-1214251,14,-6.31394063296875,1.8821900779124527,-0.2362971432387493,1188.6106368498813,2.1415,4.116845,21.929288253302907,0.0,1.0,-1
AlInBr4,mp-1214853,13,-3.1998523904166665,3.4508816189326,-1.0256914370833332,888.1191676677391,3.5593,7.555522,13.31984671192882,0.0,1.0,1
B2NCl3,mp-1214908,92,-5.550134980138887,1.6629023881396443,-1.3713335368877777,1701.4308801886057,4.3742,10.069166,16.781366000000002,0.0,1.0,1
Al2CdBr8,mp-1214910,7,-3.019932399545455,3.3617525085696727,-1.0645275140909094,795.858921839636,2.9212,7.427625999999999,14.063418054121726,2.0,1.0,-1
AsSeS2(NF3)2,mp-1214996,14,-4.809912431875,2.7672144332621844,-1.5158078656661456,1728.293003893376,1.5211,10.225076,16.43551,0.0,1.0,-1
SeS7,mp-1219328,1,-4.030316131666667,1.9867897345312169,-0.5544610634440102,760.7737026253333,1.9009,5.088822,15.561232866032212,0.0,1.0,-1
Nb4P2S21,mp-1220713,5,-5.662121158518517,2.701152245813029,-1.0634330441765871,1360.9850160922933,1.1923999999999997,13.194044293436185,14.09341285342092,2.0,1.0,-1
NaAl6Sb7(TeCl3)8,mp-1220960,1,-3.7074320189130434,3.199015087954641,-1.3611288285124636,1509.9315895222721,1.4673,11.960743,12.748294425587373,1.0,1.0,-1
Ga6AgSb7(TeCl3)8,mp-1225073,1,-3.3738990967391307,3.5802896029298137,-1.0881823884762318,1507.4426048877372,1.4202,11.976259,12.697899610610369,1.0,1.0,-1
Fe2Te4BrClO10,mp-1225925,14,-5.355645750555556,4.792397235120295,-1.5003878792088885,1243.8333196151787,2.0494000000000003,6.68430905,14.492279174503105,2.0,1.0,-1
AsS,mp-1229002,29,-4.47520296734375,3.6723379452205225,-0.4091488314062506,1548.052986867814,0.6095000000000002,7.610967,18.946647,0.0,1.0,-1
As2Se3S3(NF3)4,mp-1229221,14,-4.78165981625,2.8939478002218046,-1.48660018292526,1760.2395119228495,1.5494,10.251951,16.524036,0.0,1.0,-1
SiSe2,mp-1250007,14,-4.582422799583333,3.267144190967924,-0.4433771411458333,756.3042983075949,2.468,6.355102155438013,17.53294281,2.0,1.0,-1
P4S3,mp-1468,62,-5.01244677625,1.5638993484390364,-0.4307163410586737,1869.5224765642429,2.8693,10.582652,15.276872,0.0,1.0,-1
PBr5,mp-22874,57,-2.6030638683333334,3.1232312973686005,-0.3367441080952381,915.5283636288902,1.6353,5.979718,17.405303,2.0,1.0,-1
CCl3F,mp-23071,61,-3.89185434425,1.6743724022889923,-1.010077591444,1089.8655594490388,4.8988,6.290149,16.971055,0.0,1.0,1
SnI4,mp-23182,205,-2.3952767285,3.4910330908491938,-0.3741522655000001,2383.344726160168,2.0284,13.357616,13.357616,0.0,1.0,-1
BCl,mp-23256,19,-4.81323607265625,1.5020028485454266,-0.8466146988695828,1636.7091064111826,0.9011,8.267917,14.588825,0.0,1.0,-1
GeI4,mp-23266,205,-2.4080532975,3.5693177787327643,-0.2642376344999999,2159.6079434195667,1.996,12.925826,12.925826,0.0,1.0,-1
NbCl5,mp-23307,12,-4.455248730277777,2.2493204672813865,-1.7268220763277773,1196.7084397968385,2.2207,6.413465427529332,13.677699177056425,0.0,1.0,-1
PAuCl4,mp-23355,14,-3.27518644375,3.2238818380101115,-0.9914245590185716,761.7998691551159,2.6329,6.530183,15.201821,0.0,1.0,-1
PNCl2,mp-23375,62,-4.929639192708334,1.7384170631997975,-0.9612741920761904,1328.339452123335,4.1175,6.553794,14.740032,0.0,1.0,1
SbIF5,mp-23403,14,-4.121314111071428,3.853588191673423,-2.2990620362071432,2369.3451074051322,0.5522,8.560844,17.058656213020118,0.0,1.0,-1
Nb3Se12I,mp-23410,128,-5.17069825890625,4.817153850760336,-0.5595191672265623,1865.7887181830386,0.07420000000000028,9.801426,19.421552,1.0,1.0,-1
PBr2N,mp-23457,62,-4.576880599166667,2.6656940403883858,-0.4169778169045237,1530.8249321383496,3.0519,7.016462,15.246231,0.0,1.0,1
SbPCl8O,mp-23574,62,-3.5294180611363632,2.1650105050786497,-1.3640762080364934,1387.8117224747918,1.8686,8.553649,17.355109,0.0,1.0,-1
AsSe3(ClF2)3,mp-23575,14,-3.7278211965384616,2.8692720140641983,-1.617689921842404,1231.890949873302,1.9584,8.117131,12.627654200142837,0.0,1.0,-1
P4S7,mp-2650,14,-4.779307948181818,1.6967919896185686,-0.6007559014691553,1363.629406774882,2.7761,7.503311999999997,18.731907,0.0,1.0,-1
WCl5,mp-27160,12,-4.5207443072222215,3.1584133612246625,-1.3161807482722223,1139.1079464255224,0.0,6.600883972678963,13.171682333034608,0.0,1.0,-1
Si3Cl8,mp-27189,219,-3.944844516818182,1.597880494897578,-1.5533218010072731,1529.2256061477185,4.7516,12.931895497672489,12.931895497672489,0.0,1.0,1
B13H19,mp-27200,14,-4.781613848203125,0.8475502746725434,-0.1445172986077079,1251.5028365891533,2.7671,6.684869,20.203820450383336,0.0,1.0,-1
BSBr,mp-27245,14,-4.663958106111111,2.0452189085764148,-0.7341887135416667,1196.2395951388526,3.6628,4.820738,18.72882406599189,0.0,1.0,1
ReCl4O,mp-27297,14,-4.9417834325,3.0934336792803765,-1.324184005715,1477.3382643512598,0.647,6.152725,19.749868555652945,0.0,1.0,-1
Al2Hg3Cl8,mp-27346,14,-2.9237746646153844,3.666815669747907,-1.5058515439292306,1701.57353373046,2.4938,7.300311,15.918303,0.0,1.0,-1
SbCl2F3,mp-27353,14,-3.8703197443055566,2.803422154627933,-2.0539274784872226,1774.5690905853562,1.8671,10.822464,17.599151886580923,0.0,1.0,-1
S8O,mp-27465,29,-4.346976481666667,1.71080477092297,-0.7881337701388892,1058.0496800047029,2.4236,8.532975,14.212353,0.0,1.0,-1
Rb9O2,mp-27561,11,-2.2348552272727282,1.9697843768162389,-0.6606609009090909,1350.8471898451207,0.0,8.434792999999999,14.087193,0.0,1.0,-1
ReCl5,mp-27645,14,-4.126027202291667,3.3743217782407613,-1.0070635241750001,1430.947005723698,0.0,9.557813,12.876718823720589,0.0,1.0,-1
RbB10H9,mp-27650,33,-5.106935811625,1.5205428277705215,-0.26033172496233303,1770.457270399836,4.4008,7.300889,19.067215,0.0,1.0,1
As2S2F3,mp-27717,57,-4.508563482321429,2.9045297859482786,-1.5762967758671431,1239.3155880365491,2.3707000000000003,6.158225,20.20034,0.0,1.0,-1
