pretty_formula,task_id,spacegroup.number,final_energy_per_atom,density,formation_energy_per_atom,volume,band_gap,min_abc,max_abc,Dimension,Dim,is_uv
NbOF3,mp-1101450,71,-6.947989064,3.9308449251306303,-3.2262648819639987,70.08291592913585,2.0897,5.205345132834613,5.205345132834613,2.0,1.0,-1
Sb(PO3)5,mp-1101485,11,-6.833188508571429,2.757956241112763,-2.3150736238860543,622.1036898963575,0.2204,5.222174,14.019260999999998,2.0,1.0,-1
V3(PO4)4,mp-1101510,15,-7.386986267608695,2.644966709982957,-2.5265728260559004,668.8822785419135,0.9437,10.072101751065118,10.919051904335149,2.0,1.0,-1
NaV2O5,mp-1101677,59,-7.012821923125,2.477232099588715,-2.3444729605729178,274.656747352216,0.6699999999999999,3.712844,11.32932,2.0,1.0,-1
BaSnF4,mp-1103397,129,-5.334073427500001,5.027274424013648,-3.3989495574600004,219.34342841040058,3.8059,4.422544,11.21451,2.0,1.0,1
Sb2F13,mp-1104255,2,-3.9342739046666666,3.249423156264589,-2.1525969566980003,250.6577671314381,0.0,5.362273629168229,7.675765129170121,0.0,1.0,-1
V2O5,mp-1104615,2,-7.400644928571429,2.1056565716161253,-2.2531964308928574,286.86429639511795,2.4322,6.2899,7.363815405943714,2.0,1.0,-1
SbPbF7,mp-1105453,2,-4.699981061666667,5.659563881602508,-2.723814478703334,271.0753275031026,4.0524,4.842692,7.883744042807263,1.0,1.0,1
HgAs2H2F14,mp-1105456,2,-4.114079597894737,4.038690886541405,-2.2199168415210533,254.27094204758686,3.325,5.032787,7.842687609651492,2.0,1.0,1
Ti2ZnSn2O7,mp-1120808,15,-7.0976614412500005,4.168323621927537,-2.5318673050347242,406.78359460217285,2.8756,6.8970126789689195,9.266562967347982,2.0,1.0,-1
Tl3SiF7,mp-1133284,36,-4.81560932,6.552774483006169,-2.7743253293936365,392.392434971578,3.5791000000000004,6.973125,8.063756711979908,1.0,1.0,1
CF4,mp-1167,15,-5.188190706,1.9848881666589264,-2.2063944589520004,147.2471869079337,9.0652,4.900764481235249,8.703582935234202,0.0,1.0,1
Sr2MnBiPbO6,mp-1173263,3,-6.294565979318183,6.766599119464753,-2.300339341268045,728.7023804063019,0.08989999999999965,7.728270749219776,12.511921890430903,2.0,1.0,-1
LiVF6,mp-1176528,163,-5.168470635625,2.5700890815206594,-2.939204418184167,222.09478953415882,3.3869,5.242722487590012,9.330266,2.0,1.0,1
LiVF4,mp-1176530,15,-5.659991988333334,2.9216450218777594,-3.1611537430155567,152.17900444734414,2.3217,5.517576914627835,10.331506696395113,2.0,1.0,-1
LiV3OF11,mp-1176563,1,-5.6922823334375,2.848538605064796,-2.9431349573545837,448.5724572831005,0.0,5.304437,15.65686853132752,2.0,1.0,-1
LiV3OF11,mp-1176567,2,-5.72220002125,2.923749065993523,-2.973052645167084,437.0333886042604,0.0,5.248759,15.675485977077903,2.0,1.0,-1
LiV3OF11,mp-1176596,2,-5.7056876315625,2.9485849223243217,-2.9565402554795837,433.35226740983285,0.0434,5.239963,15.427578127728214,2.0,1.0,-1
LiFeF4,mp-1176695,12,-5.076608271666667,2.943079817521945,-2.8552538913488887,78.3019771771117,3.3067,5.474680830362625,5.597277632154047,2.0,1.0,1
TlPO4,mp-1178940,14,-6.131100304583334,6.382995475689633,-2.0048335185119046,311.50898534273625,0.5939999999999999,4.568817,14.595676875039713,2.0,1.0,-1
Ti3(BiO3)4,mp-1179025,12,-7.2667010199999975,7.750047518997612,-2.5196168665789465,251.01098852038203,1.5530000000000002,3.8646943757200254,16.978874726609238,2.0,1.0,-1
SbF6,mp-1179597,19,-4.022963759642857,3.0972957342958707,-2.2154920392342854,1011.1343949864647,0.02839999999999998,7.643306,12.736035,0.0,1.0,-1
BePbF4,mp-1182129,62,-5.308960514583333,5.237678225331933,-3.1199171028766663,370.56047880570407,5.4226,5.445741,9.236223,2.0,1.0,1
AlTl2F5,mp-1183276,63,-4.940033519375,5.7098528117994976,-2.9935794619937486,308.6996425215632,4.0615,6.387520202258228,7.569417999999999,1.0,1.0,1
NbF5,mp-1186248,12,-6.19823332875,3.601945752740141,-3.330890710575,346.49342164258525,4.3945,4.890430720006265,8.747226976129294,0.0,1.0,1
Ta2Mo2O11,mp-1186878,166,-8.335325091333331,4.952262449582678,-2.66551432625,244.69829943725705,2.631,9.268962433027335,9.268962436353108,2.0,1.0,-1
TlSO3F,mp-1190566,62,-5.3472596533333325,4.6301910141613725,-2.0152280888441663,435.30136427040617,4.4638,5.433957,14.029417,0.0,1.0,1
Ge3F8,mp-1190647,14,-4.860021293636363,3.838322361413049,-2.5660681449563643,320.05930783796384,4.3787,5.094397,13.01652627632123,2.0,1.0,1
KPb2C2O6F,mp-1191763,194,-6.518057252916668,5.6074345707724556,-2.027740800140833,350.9246403761975,3.0942,5.371027400331523,14.046511,2.0,1.0,1
ZrCl3,mp-1192044,12,-5.245392678333333,1.8825473276523048,-2.1680792882783333,1045.6925642507665,0.0,6.908616876701879,13.520428922891462,2.0,1.0,-1
Tl3V5O14,mp-1192129,157,-6.841577076363635,5.014825782483621,-2.135494992159092,361.5395624831089,2.145,5.328394,8.851450380767323,2.0,1.0,-1
HgTe2(OF5)2,mp-1192364,15,-4.082873727,4.2513635459215,-2.13039942696,529.4622554195934,2.4806,6.0326270333077945,10.740067149573786,0.0,1.0,-1
Mn4SiTeBr2O7,mp-1193463,11,-6.788524836666666,4.438334049765421,-2.0228213974140448,484.31224464540117,2.7267,5.591950558297706,13.193952997752907,2.0,1.0,-1
Mn4SiTeCl2O7,mp-1193890,11,-6.876750693666668,3.983463527115516,-2.1621239961820464,465.4966777800464,2.5326,5.541599782376474,12.90611322757607,2.0,1.0,-1
V3As2O9,mp-1194395,100,-7.133944321071428,3.7663437536262565,-2.1528768754464283,393.85687937448415,2.6362000000000005,4.785355,9.07219,2.0,1.0,-1
TlBi(SO4)2,mp-1194570,2,-5.881813910208333,5.4763460172757386,-1.9515646790624992,734.3860082404547,3.8337,7.692678,11.03578336894382,2.0,1.0,1
HgAsF7,mp-1195247,14,-3.893552676944444,4.602513648321943,-2.2372582650922217,589.5308189820303,2.515,7.298896000000001,10.21904,1.0,1.0,-1
Na2Sb5C2S2N2(OF3)3,mp-1195293,2,-5.498052328200001,3.7614517339221414,-1.8940225780854656,874.0318958260219,3.0894,7.150351,13.666049937091556,2.0,1.0,1
LiSb2F7,mp-1195657,62,-4.82120915475,3.974615557270565,-2.810131526416334,640.7999978878835,4.7264,4.90612,14.67475,2.0,1.0,1
Re2Sb4O13,mp-1196004,2,-7.038436404473684,5.460044617270817,-1.9542937505921056,649.2753231308621,2.8768,7.892144999999997,10.21282504272574,2.0,1.0,-1
Al(SiO3)2,mp-1196937,15,-7.508336961388887,2.5535360700381533,-3.0560928855555565,465.99507996106735,0.3704000000000001,5.279926730645512,19.3592462211786,2.0,1.0,-1
TlSb3F18,mp-1199017,147,-4.378286468863636,4.160045521446159,-2.5456246912009095,727.7828040839148,2.2625,8.875795,9.7304281405599,2.0,1.0,-1
Cd2Sb5O2F31,mp-1199437,14,-4.1775344661250005,3.818101380148213,-2.3020551959847504,1265.2217565699925,0.0,10.562483,11.696475,2.0,1.0,-1
AgSb3IF24,mp-1199846,15,-4.041075776896552,3.6581843738680964,-2.28808351655954,958.7013111082242,0.3242999999999998,9.828998088684367,10.59032803754558,1.0,1.0,-1
InSb3F18,mp-1200631,165,-4.514823955,3.930466877877252,-2.664433506882727,694.6137240738707,3.4916,9.043803990605943,9.806419,1.0,1.0,1
P2O3F4,mp-1200699,54,-6.006290240555555,2.1254359320670533,-2.7567603889614283,581.0752102488765,5.831,6.7601,12.695943,0.0,1.0,1
BPb3O4F,mp-1201056,57,-6.118033883055558,7.578714000483845,-2.093528884206296,626.9988693369289,2.3538,6.6305,12.158541,2.0,1.0,-1
Sb2Os(OF7)2,mp-1201470,2,-4.864371292631579,3.992102934256237,-2.3451939378505258,608.731972930004,1.4215000000000002,7.731876,10.451023094922046,0.0,1.0,-1
Y2Te3MoO12,mp-1201916,62,-6.8799996718055585,5.294374499621402,-2.4008066900462968,1064.557327479817,2.9933,5.265948000000002,18.008011,2.0,1.0,-1
Zr2Te4Br2O11,mp-1202377,2,-6.308772044210527,4.781896099111495,-2.116941611776316,714.4080419698068,2.8489000000000004,7.965335,10.826685479330877,2.0,1.0,-1
BPb2O3F,mp-1202733,176,-6.315334278571428,6.940766691741003,-2.2778724998723794,706.5472651288333,3.1978000000000004,7.412006442536661,14.85043,2.0,1.0,1
Zr2Te4Cl2O11,mp-1202980,2,-6.363333521052631,4.542966871281283,-2.2118268321194736,686.9903808018138,3.1681,7.932985,10.547910545753172,2.0,1.0,1
TcF4,mp-1203061,61,-5.556591415,3.5758726850929072,-2.348027325952,646.3836200829775,1.3037999999999998,5.484986,11.781774,1.0,1.0,-1
Fe(SiO3)2,mp-1203128,15,-7.304677295555559,2.932975797352978,-2.631163547500001,471.07475874702004,0.7803,5.327666218371887,19.430310887639166,2.0,1.0,-1
CoP4F12,mp-1203442,15,-5.131040482941176,2.200921512574133,-2.5466838449156297,619.889918546818,1.3125,7.874647040004397,13.03418604642952,0.0,1.0,-1
SF4,mp-1203812,19,-3.98438035575,2.0802428165717832,-2.153342275327,690.0561669342453,4.8812,7.078685000000001,13.67078,0.0,1.0,1
KB6F6,mp-1205091,15,-5.9269552211538485,2.0761703658229926,-2.103105192318461,697.2882995331018,2.6505,8.369791527897574,11.53401592508546,1.0,1.0,-1
TaHg3F6,mp-1207124,162,-4.632269708,7.932711007386506,-2.503057755214,187.70621553962425,0.0,5.3054934945651375,7.700100999999999,0.0,1.0,-1
TlV(SO4)2,mp-1208013,150,-6.316260084166667,3.8179175399053835,-2.0933548730208336,194.6108572498356,2.0665,5.164897197368116,8.4237490056038,2.0,1.0,-1
Tl3GeF7,mp-1208140,127,-4.419442234090909,6.623548236711953,-2.4510933493936364,410.53948936619287,3.5969,6.049594,8.237859,0.0,1.0,1
Tl2VF6,mp-1208154,225,-4.904257967777777,5.867152906702027,-2.609978764126667,162.3698612821157,0.0,6.123599879404434,6.123599879404434,0.0,1.0,-1
Tl2GeF6,mp-1208162,164,-4.553098248888889,6.396687824327253,-2.567583291348889,154.56124132847935,4.8418,5.017888,5.9638194599485495,0.0,1.0,1
Tl2SbF5,mp-1208164,63,-4.406082345625,6.369834645566728,-2.41170011199375,326.13031783375294,3.4914,6.8464899999999975,7.962946107749633,2.0,1.0,1
Tl2CrF6,mp-1208169,225,-4.781448518888889,6.3513117482540355,-2.4607091596822217,150.26817229435628,0.0,5.967521613806689,5.967521613806689,0.0,1.0,-1
Tl2V3O8,mp-1208174,100,-6.828574225769232,4.987442577116607,-2.1443936165384607,459.1872380430117,2.1147,5.531646,9.111035,2.0,1.0,-1
TlBi(MoO4)2,mp-1208190,14,-6.483615990416666,6.310362085194146,-1.9130912320833329,771.7920602100287,2.6848,5.374235,12.223423,2.0,1.0,-1
TcF6,mp-1208328,62,-5.022492033214285,3.5411403892661406,-2.3247890742342854,397.63277829203753,0.0,4.962472,9.364463,0.0,1.0,-1
Ti2Te2(OF)5,mp-1208334,62,-6.3506418685714285,4.063701757817347,-2.7500230181333336,859.6257955319666,0.0,6.6742240000000015,16.782011999999998,1.0,1.0,-1
Sr2YCu2(BiO4)2,mp-1208863,66,-6.1684033886666665,6.8819712627330025,-2.1824541,452.2677998757687,0.0,5.350205,15.598028513367,2.0,1.0,-1
ScTl(SO4)2,mp-1208994,150,-6.565264089999999,3.790691526770909,-2.4314786259374994,193.38658855843656,4.3456,5.053751466159075,8.74315,2.0,1.0,1
Sb2HF13,mp-1209115,2,-4.00691729375,3.0978059004685274,-2.134111613693125,263.46611207558857,0.0,5.524407,7.733108977889942,0.0,1.0,-1
ReF6,mp-1209252,62,-5.497032958214287,4.823973444597453,-2.501628959948572,413.34352106135566,0.0,5.016597,9.484878,0.0,1.0,-1
SbTe8Cl6O6F31,mp-1209318,2,-4.139411440769232,3.260679382113336,-2.0949967965182688,1039.0083638262752,2.2963,9.36618,10.814844520593626,0.0,1.0,-1
Nb3Pb2(O2F)4,mp-1210028,139,-7.339524241176469,5.804420852386931,-2.7879516796917643,256.64624265991193,0.0,16.819094634927353,16.819094634927353,2.0,1.0,-1
NaBe2Tl3F8,mp-1210101,164,-4.811099146428573,5.937978625157252,-2.865182149489524,225.43793830574108,4.438599999999999,5.862698517262932,7.573581,2.0,1.0,1
MgTeMoO6,mp-1210722,18,-6.311444457222222,4.511231682443122,-2.1411981436111125,253.1291308475758,3.2147,5.088778,9.27286,2.0,1.0,1
HfTlF5,mp-1212176,14,-6.380773636428572,7.29298471023133,-3.606260422278572,435.2204521575003,4.7669999999999995,7.671989,7.988420308495166,2.0,1.0,1
CsSb4F13,mp-1213089,87,-4.698671011666667,4.058917036944022,-2.705417729911169,354.6666039867704,4.8426,7.930455944656902,7.930455944656902,1.0,1.0,1
CaAs2F12,mp-1213993,115,-4.697874959999999,3.0837990515632936,-2.806512406952,225.02849542780282,4.8487,5.376054,7.785926,2.0,1.0,1
Ca3Fe2Br2O5,mp-1214034,139,-5.919949204583332,3.8854246202056335,-2.4205337192708343,403.2117515674229,0.0,5.537905453949354,13.431183821668364,2.0,1.0,-1
Ba2FeBrO3,mp-1214726,129,-5.887182141428572,5.562446721887629,-2.4659153576785715,273.69002844777174,1.4753000000000005,4.139055,15.975578,2.0,1.0,-1
Cs2SbF5,mp-1214796,63,-4.5661880775,4.352061121799091,-2.9383684958515084,368.2460140124175,4.7174,7.1837,8.270123563851088,2.0,1.0,1
AlIO,mp-1214837,29,-5.3208703050000015,3.8431843372785903,-2.149119000416667,293.61210191168016,1.6566,5.1044220000000005,9.830705,2.0,1.0,-1
ZrO2F5,mp-1215343,10,-5.752735178125,3.097239589657925,-2.59593489855625,233.9852739122136,0.3148,5.822373824764003,7.156538,2.0,1.0,-1
YNO4,mp-1216049,39,-7.43716866,3.510268280212784,-2.2035677973411105,157.9143259501893,2.8794000000000004,3.95587476722507,10.095439,2.0,1.0,-1
VPPb3O8,mp-1216362,160,-6.62162727,7.20796548057933,-2.1663613552747254,191.55968631617782,3.0658000000000003,7.635944747674907,7.63594485096959,2.0,1.0,1
V3P4WO20,mp-1216492,3,-7.367651131071428,3.870800319242472,-2.4612476489030612,334.8479874690347,0.0,4.347885,12.413394323402159,2.0,1.0,-1
TlBiF4,mp-1216550,123,-4.526900135,7.4714156888909615,-2.5379188307933336,108.76077162177229,3.3696,4.041372,6.659086,2.0,1.0,1
TlBiF4,mp-1216759,26,-4.506914766666667,7.705727536482358,-2.5179334624600003,210.90725868092247,4.0710000000000015,3.857573,8.222627000000001,2.0,1.0,1
V2MoO8,mp-1216790,8,-7.277701251818183,3.5314047549147527,-2.1791758954545446,153.2064114022388,1.4254,4.3134171335469045,9.719791224499888,2.0,1.0,-1
TiNb(BiO3)3,mp-1216832,107,-7.225481984285714,8.000427806005778,-2.3770613267559533,189.2309695778233,1.788399999999999,12.951407793067556,12.951407793067556,2.0,1.0,-1
TiTeO3F2,mp-1216939,14,-6.5689797312500025,4.1427784625789394,-2.7665669283161907,838.4090628655887,2.7358,6.628403,18.074032865695056,1.0,1.0,-1
TiBi2(O2F)2,mp-1217030,139,-6.502815388888887,8.042325109413184,-2.5584461911903693,117.24108933455037,1.2998000000000005,8.290154842352282,8.290154842352282,2.0,1.0,-1
Te4Au(OF5)4,mp-1217460,2,-4.192940839655171,3.8862197796475297,-2.081190846165517,491.95162907274164,0.2653000000000001,5.823309,10.525033935927095,0.0,1.0,-1
Te4Mo(OF4)5,mp-1217532,2,-4.575873471833333,3.6145389634405602,-2.258300912835,979.7328143891408,2.9333,9.60533,10.564410371519653,0.0,1.0,-1
TaTiTlO5,mp-1217858,62,-8.421846168125,7.111248683781152,-3.003939921822917,479.3423394821862,2.5943,3.823018,19.161487,2.0,1.0,-1
SrBi3Cl3O4,mp-1218398,107,-5.095652896363637,6.715188717562832,-1.995307533767879,218.82342245819044,0.28000000000000025,14.115297938095956,14.115297938095956,2.0,1.0,-1
Sr2YCu2BiPbO8,mp-1218640,107,-6.145357888,6.997115657652071,-2.171234415333333,221.99012466649762,0.0,15.799860947341216,15.799860947341216,2.0,1.0,-1
Sr2CaCu2(BiO4)2,mp-1218930,37,-5.7704474333333335,6.2666689838810585,-2.0818895602222223,470.79762860733666,0.0,5.417115,16.113989187448308,2.0,1.0,-1
Nb3Pb2O7F5,mp-1220840,44,-7.280916344117648,5.786490620904534,-2.8955270376294115,258.30211478382455,0.0,17.009959555925874,17.009959555925874,2.0,1.0,-1
KMg3AlSi3(O5F)2,mp-1223512,1,-6.901528857000001,2.7474001624898956,-3.3400032598940004,254.60034829325818,0.0,5.364008258521326,10.368308496108996,2.0,1.0,-1
KMg2AlFe(SiO4)3,mp-1223578,1,-7.0086809297500015,2.9179507617049,-2.9578076576499996,1017.0185545544302,1.1318,9.233407536610576,11.403354733507724,2.0,1.0,-1
KFe4(SiO4)3,mp-1223588,1,-7.075022880500001,3.411944555873328,-2.5109059729000003,262.1901415472093,1.9707,5.397228,10.55571463294158,2.0,1.0,-1
KMg3AlSi3O11F,mp-1223599,9,-6.839986023749999,2.646939189666184,-3.1372046598970003,524.763907692198,0.012799999999999924,5.4059755944999415,21.03317965688521,2.0,1.0,-1
CaBiIO2,mp-1227238,107,-5.2814310419999995,6.122036427857116,-2.0992354935,110.65538382421856,1.8877,7.366431956386213,7.366431956386213,2.0,1.0,-1
BiSb3F20,mp-1227565,5,-4.35549826625,3.723657577758072,-2.4934965701583334,425.53151299366317,2.1272,5.620897892163849,9.004428086537201,0.0,1.0,-1
BaBiBrO2,mp-1227937,107,-5.313881336000001,6.40457295143044,-2.1264288125,118.80197845894787,1.7589,7.58739763977617,7.58739763977617,2.0,1.0,-1
BaBiClO2,mp-1227965,107,-5.430396206,5.9299307627890885,-2.3195587951520005,115.86363201347204,1.6477,7.48727852111994,7.48727852111994,2.0,1.0,-1
Ba2TaCu2Pb2ClO8,mp-1228449,38,-6.42002784375,7.558488836576303,-2.2613652502037502,254.96173956726173,0.0,3.9871092703945297,16.038315,2.0,1.0,-1
Ba2NbCu2Pb2ClO8,mp-1228495,38,-6.234574886875,6.941605569834926,-2.1856918302037505,256.55867279182064,0.0,4.010778205006729,15.948873,2.0,1.0,-1
AsSClOF8,mp-1229176,4,-4.227724140833334,2.5578892540744422,-2.14472199184625,806.0941248099601,3.8097,8.624698,10.047660613191313,0.0,1.0,1
ReBiO5,mp-1239407,14,-7.270445722142857,4.903087141848356,-1.9043187451785712,643.7268905984988,2.8584,5.95635576613931,12.12681,2.0,1.0,-1
AlSbO3,mp-1261047,4,-6.657461419500001,4.023790304065402,-2.5351467242499988,324.76247240607887,3.8402,5.118104361396608,11.530310352659269,2.0,1.0,1
MnOF,mp-1281811,31,-6.712596886666668,3.9037565334131092,-2.330239579351724,76.51193825519415,0.15680000000000005,3.186818032459023,6.257231032960905,2.0,1.0,-1
MnOF,mp-1282272,62,-6.7282694525,3.638372209653053,-2.3459121451850566,164.18549924901518,1.2908,3.2410960202314283,13.271555094888996,2.0,1.0,-1
Sr2Co(BrO)2,mp-1286332,71,-5.139237589285714,4.8352653113825905,-2.2280284008333333,585.1645175476931,2.1974,8.096131014677812,9.297625528476614,2.0,1.0,-1
Mn2OF4,mp-1295109,4,-6.111371635714287,3.4991614789699588,-2.5557175438914785,191.59534851622053,0.799,3.0304949702136117,12.343178173094644,2.0,1.0,-1
Li2Fe2Si2O7,mp-1295198,2,-6.862253856538462,2.398315762839712,-2.565166332339744,406.7560746869036,3.4796,5.367380113401696,9.295365411956864,2.0,1.0,1
NbF4,mp-1416,139,-6.369710016,3.720526524569952,-3.213008900952,75.38315734095649,0.0,5.2413157690463565,5.2413157690463565,2.0,1.0,-1
Sn3F8,mp-1443,14,-4.856339643181818,4.4725174575879665,-2.7296926763200005,377.3036154793412,3.2196,5.494429,13.602532877135198,2.0,1.0,1
AgSb2F12,mp-14653,2,-4.289056717333335,3.983889312503917,-2.4132460447297777,241.48886848390046,0.5524,5.430271,9.03434534432346,2.0,1.0,-1
AlTl2F5,mp-1539038,123,-4.943094990625,5.739417947571868,-2.9966409332437496,307.1094556894833,4.0941,6.364625161381496,7.58136768,1.0,1.0,1
Mg(ReO4)2,mp-1541458,164,-7.913435133636364,4.457544794063832,-2.4175571181818185,195.46823826876584,3.9723,5.818598161337253,6.6666031247552,2.0,1.0,1
TeF6,mp-1542727,148,-4.0790574585714285,3.2347815081809563,-2.412400068162857,124.01775148747663,4.4405,5.702733354822843,5.7027339899722636,0.0,1.0,1
CuSiO3,mp-16053,51,-6.711097562000001,3.679809081971686,-2.2587941427500007,126.01771806237532,0.11220000000000008,2.860253,8.958139,2.0,1.0,-1
Zr3Tl2OF12,mp-17315,166,-6.5036881441666665,5.649829642270781,-3.6337617594738902,544.566746468871,4.2614,11.133696036093852,11.133696054839113,2.0,1.0,1
Ge3Sb2O9,mp-17708,176,-6.29943223642857,4.459342943913941,-1.9895697175892848,450.89503911935327,3.1269,7.19718471039121,10.051238,2.0,1.0,1
NbSeOF7,mp-17921,62,-5.5396938339999995,3.1117966611428454,-2.7610205416923748,684.8668598904351,4.5147,7.325485,11.52219,0.0,1.0,1
SiF4,mp-1818,217,-5.71912202,1.9756821166735308,-3.497619108952,87.4773483866214,7.939999999999999,4.843647174401021,4.843647174401021,0.0,1.0,1
NbF5,mp-18687,12,-6.248819739999999,3.1448721768163863,-3.381477121825,396.8525390756369,4.5823,5.35852686983167,8.971222193258454,0.0,1.0,1
AlTl(MoO4)2,mp-18733,164,-6.827527051666666,4.340171856188125,-2.269040499999999,210.903081605927,3.8711,5.643070021361513,7.6475339999999985,2.0,1.0,1
TeF6,mp-1875,62,-4.079750473571429,3.3157412311342016,-2.413093083162857,483.9585495164157,4.3975,5.2811059999999985,10.11022,0.0,1.0,1
SbF3,mp-1880,40,-4.80696678,4.233887899207107,-2.7093038696425005,140.2162815669539,4.5411,4.6204188644721365,7.116117,2.0,1.0,1
TlV4O10,mp-18842,12,-7.187974773333334,4.383146082274744,-2.2262459768333334,215.2390377524059,0.04640000000000022,3.71376945,10.049393361721268,2.0,1.0,-1
LiV2O5,mp-18934,59,-7.116254046875,3.187448605902557,-2.3736212530729173,196.73706833349576,0.3474999999999999,3.62219515,11.4891817,2.0,1.0,-1
