pretty_formula,task_id,spacegroup.number,final_energy_per_atom,density,formation_energy_per_atom,volume,band_gap,min_abc,max_abc,Dimension,Dim,is_uv
Zr63S128,mp-1024087,164,-7.062464681937173,3.4598853821183444,-1.915617338219896,4728.101047075041,0.0,14.720807319121786,25.19371286454802,2.0,1.0,-1
Zr64S127,mp-1096929,156,-7.101717112565446,3.2459449910993703,-1.928300602549084,5069.994585157945,0.10440000000000003,14.837767456971008,26.591320810051517,2.0,1.0,-1
Tl9SbTe6,mp-1101036,85,-3.05015927075,8.322442995836258,-0.28492904324999985,5440.678940425527,0.5366999999999997,8.96558651138612,92.65320215742564,2.0,1.0,-1
RhSCl5,mp-1179727,15,-3.3966641271428566,2.756336906850699,-0.9528708956321432,2257.253434182464,1.5419,13.906722178956661,27.499011848134842,0.0,1.0,-1
Bi13Pt3I7,mp-1194687,2,-3.730167383695652,8.449296016726361,-0.2757648852173912,3294.098890964367,0.07139999999999969,9.320757,22.94576105985914,2.0,1.0,-1
W5I16,mp-1194880,33,-4.3946769195238105,5.5583701313428735,-0.1482562438095238,3524.8065003645647,0.8664999999999998,10.759334,30.270087,1.0,1.0,-1
WI4,mp-1195045,60,-3.89602013475,5.035667183216293,-0.08518474874999953,5472.289319557744,1.0913000000000002,14.834896,22.94409931,1.0,1.0,-1
V3(SbCl12)2,mp-1195122,135,-3.648341888620689,2.2920038019145643,-1.3861989875255172,3614.394916846334,0.0264,15.267078,15.506856,0.0,1.0,-1
WI3,mp-1196036,92,-4.491193746875,5.478458742385583,-0.10865266812499996,4106.832391676777,1.0734,12.650461,25.662223,1.0,1.0,-1
NbP4Se3Cl5,mp-1196140,61,-4.5650434204807695,2.4708920358850954,-0.8333943587589976,3392.1714989070306,1.4437,12.754701,19.42623,0.0,1.0,-1
Sb(WBr3)5,mp-1196259,2,-4.961908030952381,5.06382250966491,-0.5107874742857151,2937.551972514232,1.0793,9.912876,19.592578793784398,1.0,1.0,-1
B20H30C2S,mp-1196291,14,-4.961728651320755,0.9083935532162714,-0.19368173575581613,2212.2003218103478,2.5758,7.346178199791076,27.7989523,0.0,1.0,-1
W3I8,mp-1196387,14,-4.759883960568182,5.601305677879843,-0.1174766578409086,3715.789563243876,1.064,14.462604,16.70726845731537,1.0,1.0,-1
Al2Sb5(Se2Br3)3,mp-1196459,13,-3.5678863894318185,3.8805846194814335,-0.6658879537073868,6352.433345248426,1.8019,9.77984935,27.73227875924793,1.0,1.0,-1
Si11(H3C)21,mp-1196617,14,-5.099843272815789,0.9168822796542574,-0.2835879192690521,4525.254142135849,3.4047,9.924030295376573,25.76883375,0.0,1.0,1
KSi2BP(H3C)9,mp-1196639,14,-5.0506431833536585,0.9530540362155404,-0.3050914570970259,3796.4042102069848,2.7808,14.27343459,17.30494855956696,2.0,1.0,-1
Bi20(PtI12)3,mp-1197111,2,-2.9806688327118644,5.840890946238956,-0.4234169094915255,2653.449654399291,1.0709000000000004,12.092308,19.50830255483252,0.0,1.0,-1
CuAs12P4S12Cl,mp-1197298,159,-4.6341554191666665,2.76743877932912,-0.4811054073348572,3616.324870399678,2.2937,13.798253574027875,21.932521,0.0,1.0,-1
Ga4Si12H138C55S4,mp-1197409,148,-5.219894445328639,1.0576806619304546,-0.3106704665120185,4847.670231728923,3.7139,17.155884639509143,17.155888978938414,0.0,1.0,1
Ga8Sb7Te8Cl29,mp-1197560,14,-3.3718803801442307,3.2863748103374486,-1.1673446404238463,6991.135272098002,1.4760999999999995,10.89694809,34.38687356273515,0.0,1.0,-1
SbNCl8O,mp-1197652,14,-3.2522577360227274,2.017388774243103,-0.85608076236,2867.002253572602,1.7767,10.968704,23.02612171481655,0.0,1.0,-1
CuAs12P4S12Br,mp-1197719,159,-4.619050730333333,2.8429746364371438,-0.4532315330595244,3624.094299380137,2.2876,13.773258588137555,22.05949,0.0,1.0,-1
Te3WCl4O,mp-1198077,14,-4.012016422083333,4.355838576636591,-0.9788943514488879,4418.822526639938,1.1381,9.44329243528212,28.05644207446234,1.0,1.0,-1
NbP(Cl3O)2,mp-1198112,14,-5.0289306465,2.07977461743584,-1.8760278765631435,4708.738086436823,2.6777,15.108651705091708,17.73386052,0.0,1.0,-1
Al(BiCl)4,mp-1198361,173,-3.7972521219444446,5.071691198175095,-1.0949057911711113,3947.4849865860497,1.4598000000000002,13.420082999999998,18.429660222473334,0.0,1.0,-1
Sr25Ti39O103,mp-1198567,10,-8.22289627281437,2.8496496835458887,-3.50753840895459,3324.546366898705,1.9476,5.640705196671505,30.06631398850302,2.0,1.0,-1
CdSi3AsH27C9I2,mp-1198755,19,-4.887059867093024,1.7038271302712753,-0.3424112249474415,5151.380074707933,3.2214,15.97498791,19.22588906,0.0,1.0,1
Si(H3C)2,mp-1198774,2,-5.1013958532905965,0.8864346848325071,-0.28836303237059746,2832.4309368584477,3.5656,10.383185525894357,17.940189520391986,0.0,1.0,1
CrB6P2(H17C3)2,mp-1198848,61,-4.8425504670918365,0.8671499455355349,-0.22892392617801746,4368.263139429546,0.7475999999999999,14.60560709,17.44504702,0.0,1.0,-1
Si(H3C)2,mp-1199394,9,-5.099909788080809,0.9017617510387178,-0.2868769671608076,2355.936565391245,3.6294,9.847615524763599,26.28352001951757,0.0,1.0,1
Cu2As9P3S9I2,mp-1200181,14,-4.4468298255,3.3107978075837674,-0.4198190014535726,2882.3254280959363,2.0858,12.454022,16.350903799587623,1.0,1.0,-1
Bi2Se5Cl7,mp-1200639,19,-3.3025254323214286,4.189651218609798,-0.8713409433599105,3363.943410034648,1.4358000000000002,12.082925,22.582041,2.0,1.0,-1
Sr15Ti23O61,mp-1201432,10,-8.210535629343433,2.8328913852070383,-3.5042312982617845,3975.604160774601,1.8133,5.64097174640507,30.111338103146373,2.0,1.0,-1
