pretty_formula,task_id,spacegroup.number,final_energy_per_atom,density,formation_energy_per_atom,volume,band_gap,min_abc,max_abc,Dimension,Dim
Cs,mp-1,229,-0.85663276,1.9350390306525629,0.03876961206896557,114.05180544066401,0.0,5.291449858139072,5.291449858139072,3.0,-1.0
LiC6,mp-1001581,191,-8.184813435714286,2.1639646240604624,-0.003440997619046625,60.625400067021026,0.0,3.745368,4.323293625852053,3.0,-1.0
LiB,mp-1001835,194,-4.46649933,1.356921363983624,-0.17234201125000048,43.44819131411207,0.0,3.115348,4.012982556915243,3.0,-1.0
GeSe2,mp-10074,122,-4.12377893,4.305992283547147,-0.2521619932291668,177.8237683602686,1.6631,6.45829225139425,6.45829225139425,3.0,-1.0
Cs,mp-1007976,62,-0.84048578,1.8987494400804723,0.0549165920689656,464.9264202752812,0.0,5.443964,10.367185000000001,3.0,-1.0
Be,mp-1008501,136,-3.68886686,1.8691156800886053,0.050546004999999734,32.02601197075165,0.0,2.2812799999999998,3.746814,3.0,-1.0
BaGaSiH,mp-1008506,156,-3.8520448275,4.643219253788701,-0.44901557403000014,84.45119345190359,0.7852999999999999,4.301499762381023,5.2703,3.0,-1.0
B2AsP,mp-1008528,115,-6.0545329775,4.128914812768751,-0.1967360254761905,51.28407120823629,1.4447,3.308681,4.684602,3.0,-1.0
BP,mp-1008559,186,-6.4425339225,2.9530472730170723,-0.3961951063690474,46.99229187665093,1.0759,3.2002815572236765,5.298093,3.0,-1.0
MgNiH,mp-1008881,123,-3.7804302266666654,4.491099842978589,-0.2403790962066665,31.06050060992761,0.0,3.088117,3.2570240000000004,3.0,-1.0
SrSi6,mp-1009,63,-4.975323736428571,3.132761358786096,-0.08370011166666659,271.529685178614,0.0,5.632364945524127,11.709164999999999,3.0,-1.0
MgSnAs2,mp-1009082,122,-4.04218517375,4.251694590361433,-0.3101629949999998,228.75701522710546,0.40390000000000015,7.43596780160767,7.43596780160767,3.0,-1.0
MgSnP2,mp-1009083,122,-4.41811831125,3.3319359871966268,-0.3090124042857143,204.29460805896042,1.2147000000000006,7.174009913048487,7.174009913048487,3.0,-1.0
BeSiP2,mp-1009085,122,-5.37151493,2.443634992369747,-0.3736902780357143,134.6096568726488,1.1502000000000008,6.2596149996760175,6.2596149996760175,3.0,-1.0
BeSnP2,mp-1009086,122,-4.86260894625,3.910250237028765,-0.2187198355357145,161.09145833227115,0.9426000000000004,6.66257567257003,6.66257567257003,3.0,-1.0
BeSiAs2,mp-1009087,122,-4.83156946375,4.004123884544469,-0.2108285399999996,155.05146526752682,1.0226000000000006,6.565039375041707,6.565039375041707,3.0,-1.0
BeGeAs2,mp-1009088,122,-4.59454341375,4.729998634658272,-0.17437403125000014,162.54005772086768,0.6601000000000004,6.689085234698688,6.689085234698688,3.0,-1.0
MnTe,mp-1009222,216,-6.20789521,4.635141673153785,-0.05539150982758656,65.3942373798144,0.0,4.522217980478384,4.522217980478384,3.0,-1.0
O2,mp-1009490,12,-4.946243415,1.1409697618155776,0.0017120537500003865,46.57025914496467,1.6300999999999997,3.3426660501804544,4.625978470218491,0.0,1.0
