pretty_formula,task_id,spacegroup.number,final_energy_per_atom,density,formation_energy_per_atom,volume,band_gap,min_abc,max_abc,Dimension,Dim
Hf2S,mp-10000,194,-9.04516013,11.035293578624938,-1.2493709410416671,117.08332298775065,0.0,3.386678708029594,11.787358,2.0,1.0
Zr9CoMo4,mp-1005986,194,-9.228351128214284,7.399232901821624,-0.12690858642857195,567.2043345473071,0.0,8.444279,8.806902120689319,3.0,-1.0
Y(BRu)4,mp-10138,142,-8.301590062777779,8.416549846219914,-0.4925237498148142,423.3386547650245,0.0,9.209737884201537,9.209737884201537,3.0,-1.0
ZrMn2,mp-1015,194,-9.125958563333333,7.6843171721924115,-0.1689207064367828,347.65306872048467,0.0,4.945195685898487,16.415286,3.0,-1.0
HfZn16,mp-1016106,63,-1.8438698008823529,7.663369571251452,-0.07251176500000031,530.8935699889703,0.0,6.961577055883242,11.843694000000001,3.0,-1.0
ZrZn16,mp-1016109,63,-1.7816764711764703,7.0833687844492506,-0.09322950705882374,533.449060812735,0.0,6.982715250761554,11.82697,3.0,-1.0
TaSe2,mp-1019276,194,-7.093129978333334,7.620670727377046,-0.8099297832291666,147.67816988455485,0.0,3.4757018025597364,14.115642000000001,2.0,1.0
Te2W,mp-1019322,194,-6.496575101666667,8.823015834196518,-0.08166565833333313,165.2593819393174,1.1671000000000005,3.552879708497883,15.117308,2.0,1.0
Co3H,mp-1025425,194,-6.1758426025,8.565684125847453,-0.034670090905000166,68.93934851204769,0.0,2.5454716391947882,12.285702,3.0,-1.0
Ta2AlC,mp-1025441,194,-9.69615564125,11.450463109215852,-0.5241776937499996,116.273058418154,0.0,3.1044306544809466,13.931073999999999,3.0,-1.0
HfTe3,mp-1025459,11,-5.4547899775,7.631486817172768,-0.6080170674999996,244.26274853664955,0.0,4.0030480000000015,10.565125874746832,2.0,1.0
Zr2TlC,mp-1025524,194,-7.79876598375,8.783870404555563,-0.6278072487500008,150.79747125080382,0.0,3.3897517016290437,15.154012,3.0,-1.0
Ba(ReN2)2,mp-1029619,205,-8.836186122380953,8.21735131529695,-0.4621984151695231,1371.9450442997916,0.4685999999999994,11.111659,11.111659,3.0,-1.0
LiTaN2,mp-1029625,14,-8.6842592009375,8.744825264517308,-1.2663479829608342,327.9783503166895,0.4249000000000001,4.187254,18.63614,3.0,-1.0
Sr2ReN3,mp-1029872,15,-7.490593283333332,6.8430999482229256,-0.8771089075788888,391.61952139061935,0.014999999999999682,6.318633496055615,12.578639896934881,3.0,-1.0
MgCd5,mp-1039011,187,-1.02523754,7.146544237789537,0.010550601666666696,136.24398796035973,0.0,3.1089005388189888,16.276953,3.0,-1.0
RbCd13,mp-1040,226,-0.9722050814285714,7.2543404836397665,-0.0451978705357143,708.1387392365872,0.0,10.004862332289836,10.004862332289836,3.0,-1.0
NbSn2,mp-1046,70,-6.179258385,7.982742120157362,-0.13910880166666573,274.8528515450747,0.0,5.736213395229468,10.86214848326582,3.0,-1.0
CsAg5Se3,mp-10480,136,-3.1590016213888887,6.5650562214322425,-0.3205664189772908,919.8032363720108,0.005700000000000038,4.472409,14.340910000000001,3.0,-1.0
Ca5P12Rh19,mp-10582,189,-6.897998435833332,7.6224789452917,-0.928296233968254,550.5619118406553,0.0,3.935278,12.71013182900024,3.0,-1.0
ZrSb,mp-10638,63,-7.045579673333332,7.41750089430337,-0.7072287383333347,286.08146404055117,0.0,5.607763576105987,14.212658,3.0,-1.0
HgTe,mp-1071269,154,-1.8250847266666668,8.193214307614985,-0.1015940791666668,199.54524407872842,0.29479999999999995,4.704555991749805,10.410544999999999,3.0,-1.0
Nb5Ga13,mp-1072,65,-5.235187832777778,7.734843038834171,-0.2423119031944449,294.31551559994153,0.0,3.790718,20.48964558534337,3.0,-1.0
Si3Pt2,mp-10744,194,-6.2010564310000005,9.666362910997268,-0.5175049350000002,162.99831149643754,0.0,3.9415702158181833,12.114736,3.0,-1.0
Mn(BiTe2)2,mp-1077840,166,-4.3966993542857145,7.266322804041264,-0.1802738099507388,224.7087268621001,0.5230999999999995,13.871339367994715,13.871339741686814,2.0,1.0
Sr(SnHg)2,mp-1078257,12,-2.404192447,8.220410095132728,-0.3409953083333335,293.3957471684461,0.0,6.9022529871543385,10.177180518448566,3.0,-1.0
Bi2S2O,mp-1078366,129,-4.862854823999999,7.341941760049852,-1.0685120595000002,225.3077626660419,1.1660999999999992,3.978733,14.232676000000001,2.0,1.0
MoN,mp-1078389,194,-9.9473510125,8.923264435711312,-0.5482934036899998,81.84035872033269,0.0,2.871145676128956,11.463742,3.0,-1.0
Sr(SnAu)2,mp-1078411,129,-3.810315024,9.177260270859472,-0.5590374153333328,260.18287555294165,0.0,4.784576,11.365585000000001,3.0,-1.0
PbS,mp-1078500,62,-4.42439926625,7.205432386637317,-0.8315807978125003,220.56074275673998,1.9001,4.2637230000000015,12.084667,2.0,1.0
Sr(BiPd)2,mp-1078567,129,-4.560002944,9.05375513711817,-0.5941402453333332,263.52950496024766,0.0,4.927824,10.852227000000001,3.0,-1.0
Nb2GeC,mp-1078811,194,-9.02295157875,7.69890671223688,-0.5098469199999993,116.66984890308358,0.0,3.2754406507560168,12.557078,3.0,-1.0
PbSe,mp-1079172,62,-4.1123395375,7.307260615203588,-0.5080602636718745,260.1138151879188,1.6543,4.415184,13.219818,2.0,1.0
Sr(AlAu)2,mp-1079278,129,-3.797657886,8.22527679125178,-0.6519786873333331,216.22265577327545,0.0,4.529498,10.53904,3.0,-1.0
