,pretty_formula,task_id,spacegroup.number,final_energy_per_atom,density,formation_energy_per_atom,volume,band_gap,min_abc,max_abc,Dimension,Dim,is_uv
561,SnIr2Se5,mp-1195050,10,-5.2826041575,8.043183653019135,-0.3868553970898434,370.766392001847,0.5998999999999999,3.8191620000000004,12.765203606356852,2.0,1.0,-1
562,Sb5IO7,mp-1195086,34,-5.601712145192309,5.2371766119795815,-1.61027544548077,1075.1131912431722,2.6868,6.914361,13.049072,2.0,1.0,-1
563,H8C5,mp-1195106,114,-5.776630227307693,1.0299693216237809,-0.2341843203046156,439.2789976775241,4.9506,6.854011999999999,9.350842,0.0,1.0,1
564,V3(SbCl12)2,mp-1195122,135,-3.648341888620689,2.2920038019145643,-1.3861989875255172,3614.394916846334,0.0264,15.267078,15.506855999999999,0.0,1.0,-1
565,Al2Cu2Bi2S3Cl8,mp-1195160,176,-3.9521213423529415,3.6679173467040087,-1.3686265756150002,886.2759979048018,1.2681999999999998,6.610104012421287,23.421881,2.0,1.0,-1
566,H3S,mp-1195198,1,-3.673292055,1.0352321686382446,-0.3752420922462498,450.26696948600113,4.3477999999999986,6.708614999999999,8.253593933932903,0.0,1.0,1
567,AgP15,mp-1195243,2,-5.2386001971875,2.680358577529501,0.01339004811011879,709.3203840126255,1.2245999999999997,7.287928999999999,11.551140749178455,2.0,1.0,-1
568,HgAsF7,mp-1195247,14,-3.8935526769444437,4.602513648321943,-2.2372582650922217,589.5308189820303,2.515,7.298896000000001,10.21904,1.0,1.0,-1
569,H3S,mp-1195257,66,-3.5957018878125,1.0806901779121074,-0.2976519250587497,431.3269989995909,3.8581,5.282252,9.037869769976773,1.0,1.0,1
570,CoBi2SO7,mp-1195268,61,-5.963303357272728,6.4865748750537895,-1.7626638515340922,1271.69696248243,1.7081000000000004,5.47611,16.013044,2.0,1.0,-1
571,Na2Sb5C2S2N2(OF3)3,mp-1195293,2,-5.498052328200001,3.761451733922141,-1.8940225780854656,874.0318958260219,3.0894,7.150351,13.666049937091556,2.0,1.0,1
572,Ir(SeBr3)3,mp-1195337,14,-2.84977596,4.211839586984707,-0.22989105900240395,1810.7866785347642,1.651,9.962674,18.972839064118713,0.0,1.0,-1
573,HgH9C3SI3,mp-1195374,14,-4.160681970441177,2.956030584865266,-0.3261713746002942,1479.576613373776,2.3803,9.050672,16.591097,0.0,1.0,-1
574,As2O3,mp-1195383,14,-6.043179343166669,3.630712253324062,-1.6321326999166672,2171.6292612727602,3.4555,11.215628,14.050799,2.0,1.0,1
575,Ir2(Se3Br2)3,mp-1195597,88,-3.709587384264706,5.050866250885382,-0.24125659727022045,2070.5481471224944,1.5193,15.584328819974608,15.584328819974608,2.0,1.0,-1
576,Pb2NO5,mp-1195619,61,-5.810494853125,6.605227427610122,-1.2347331442037497,1022.4922181181464,9.999999999976694e-05,5.8121599999999995,15.067878,2.0,1.0,-1
577,LiSb2F7,mp-1195657,62,-4.82120915475,3.974615557270565,-2.810131526416334,640.7999978878835,4.7264,4.90612,14.67475,2.0,1.0,1
578,Te3As2,mp-1195735,11,-3.7519089992500003,5.802506753993863,-0.002281079249999607,1219.4382595764196,0.6958000000000002,7.066542,16.353336,2.0,1.0,-1
579,SiBr2,mp-1195825,15,-3.5605965780555566,2.7543629193119163,-0.6608742113888889,1359.317589948462,2.3639,10.775831838801356,14.75220780760575,0.0,1.0,-1
580,Ga2SbTe4Cl7,mp-1195835,14,-3.280653465357143,3.554000429570284,-1.0281282652014292,1905.8855858662866,1.2309,7.35612,19.524479,1.0,1.0,-1
581,B10H13Cl,mp-1195877,14,-4.831103005520833,1.0333621149960186,-0.2409219520619447,1007.0056757501802,3.6168,7.704436999999999,12.727681210242071,0.0,1.0,1
582,Re2Sb4O13,mp-1196004,2,-7.038436404473684,5.460044617270817,-1.9542937505921056,649.2753231308621,2.8768,7.8921449999999975,10.21282504272574,2.0,1.0,-1
583,Mn3Sb5(IO3)3,mp-1196009,2,-5.90612773875,4.8816617067158585,-1.612597627654776,883.2708091338852,0.8270999999999997,8.310934,12.563399784747162,2.0,1.0,-1
584,WI3,mp-1196036,92,-4.491193746875,5.478458742385583,-0.10865266812499996,4106.832391676777,1.0734,12.650461,25.662223,1.0,1.0,-1
585,Si10(H3C)19,mp-1196075,2,-5.0955826196511635,0.9295903798215616,-0.2789900243179065,2023.9311170034227,3.123,10.376619,15.992545380613153,0.0,1.0,1
586,TaP2H27C9Cl2,mp-1196107,15,-5.134322916829269,1.5486752583985701,-0.3610066372293381,1926.2092726536173,2.8097000000000003,14.348150827199442,14.777388166918065,0.0,1.0,-1
587,Si(H3C)2,mp-1196125,5,-5.100519734920635,0.8830768839363915,-0.2874869140006357,1530.9543512855835,3.6967,10.391849646440477,17.360080145356847,0.0,1.0,1
588,NbP4Se3Cl5,mp-1196140,61,-4.5650434204807695,2.4708920358850954,-0.8333943587589976,3392.1714989070306,1.4437,12.754700999999999,19.42623,0.0,1.0,-1
589,CuP4S3Br,mp-1196166,2,-4.641911785833333,2.6670982564765096,-0.4409955351289688,905.3621485623823,1.9243,6.523969,15.836252691692126,2.0,1.0,-1
590,BNF8,mp-1196191,57,-4.4140165245,2.2879889304811383,-1.8143900216066664,513.274312152144,3.077,5.21924,9.99268,0.0,1.0,1
591,Ca(BH)12,mp-1196257,15,-5.2437967066,1.214086647651796,-0.4023910639375993,497.5935192847022,4.8931,7.213131869745486,11.144346087506435,0.0,1.0,1
592,Sb(WBr3)5,mp-1196259,2,-4.961908030952381,5.06382250966491,-0.5107874742857151,2937.551972514232,1.0793,9.912875999999999,19.592578793784398,1.0,1.0,-1
593,B20H30C2S,mp-1196291,14,-4.961728651320755,0.9083935532162714,-0.19368173575581613,2212.2003218103478,2.5758,7.346178199791076,27.7989523,0.0,1.0,-1
594,W3I8,mp-1196387,14,-4.759883960568182,5.601305677879843,-0.1174766578409086,3715.789563243876,1.064,14.462604,16.70726845731537,1.0,1.0,-1
595,Ga3Sb7(S4Cl7)2,mp-1196451,4,-3.756424293125,3.1213416565123207,-1.1525140494731252,1930.4523807824203,2.0643,8.999599,17.46858479902997,0.0,1.0,-1
596,Al2Sb5(Se2Br3)3,mp-1196459,13,-3.5678863894318185,3.8805846194814335,-0.6658879537073868,6352.433345248426,1.8019,9.77984935,27.73227875924793,1.0,1.0,-1
597,P7H54Ir2C18ClF6,mp-1196516,2,-5.151057268068182,1.575928170989154,-0.5331612912031812,2152.2981516513205,1.0304,9.9619549805342,15.424657877759032,0.0,1.0,-1
598,NaIn(IO3)4,mp-1196607,14,-4.544556946111111,4.812457525080687,-1.1495362776851847,577.90267981543,3.0347,5.0845199999999995,15.839235960973527,2.0,1.0,1
599,Si11(H3C)21,mp-1196617,14,-5.099843272815789,0.9168822796542574,-0.2835879192690521,4525.254142135849,3.4047,9.924030295376573,25.76883375,0.0,1.0,1
600,Ir2(Se3Cl2)3,mp-1196619,88,-3.876484676470588,4.541994639054051,-0.5433570294502204,1912.4986967745328,1.5989000000000002,14.997487429950151,14.997487429950151,0.0,1.0,-1
601,KSi2BP(H3C)9,mp-1196639,14,-5.0506431833536585,0.9530540362155404,-0.3050914570970259,3796.4042102069848,2.7808,14.27343459,17.30494855956696,2.0,1.0,-1
602,Te3As2O11,mp-1196688,2,-5.6560461296875,4.655535667720616,-1.5653923949218742,505.51379789931997,3.1950000000000003,6.6827677864249875,10.663209393102663,2.0,1.0,1
603,TcP2H18(C3Br)2,mp-1196787,15,-5.110732165948275,1.798933845742401,-0.3473877239587182,1513.6943202659818,1.1176,10.644049045767874,17.9304852776931,0.0,1.0,-1
604,S,mp-1196831,3,-4.125941234875,1.6508298231044178,0.010508632000000516,2580.287049595476,2.3187,10.227076,19.209660321551237,1.0,1.0,-1
605,B3Pd16,mp-1196893,15,-5.624793301315791,10.536283219817646,-0.2081467606578946,546.9270866995652,0.0,9.104121101583171,9.15363108972068,0.0,1.0,-1
606,CuP4Se3Cl,mp-1196912,14,-4.419668791666667,3.259522675756452,-0.2536759555085521,936.9135845457996,1.6505,6.555575999999999,12.52175751419081,2.0,1.0,-1
607,Al(SiO3)2,mp-1196937,15,-7.5083369613888875,2.5535360700381533,-3.0560928855555565,465.99507996106735,0.3704000000000001,5.279926730645512,19.3592462211786,2.0,1.0,-1
608,AlTeH6C2Cl3,mp-1196941,57,-4.486962039615385,1.8782308942966808,-0.7529304197307695,1029.1232573960058,3.9733,6.647092,14.009934,0.0,1.0,1
609,MoP4H36(C6Cl)2,mp-1196957,121,-5.123728945636363,1.2504653083704644,-0.3535766431113757,625.6645081811319,1.2189,9.48071020911213,9.48071020911213,0.0,1.0,-1
610,Ga6CuSb7(TeCl3)8,mp-1196993,2,-3.397296847391305,3.5323300178517414,-1.084044255070435,1507.073889973884,1.1443,11.957101,12.748257463212257,0.0,1.0,-1
611,Sr5Ti9O23,mp-1197010,10,-8.257829508648648,2.867145036468857,-3.4697986924887387,1432.716386182671,1.8901,5.5797620000000006,31.9313558372827,2.0,1.0,-1
612,As2S2O9,mp-1197011,7,-5.982739480769231,2.897099837069192,-1.7923390375000008,820.7097441090483,4.073,6.865364,17.480259612574006,0.0,1.0,1
613,CrB2(PbO2)6,mp-1197022,62,-6.4177786944047615,6.856192250643224,-1.9309835012301584,1461.7089789609408,1.8898,6.573271000000001,18.609455999999998,2.0,1.0,-1
614,AlP2H18(C2Cl)3,mp-1197086,62,-4.947980930333333,1.1244540768732794,-0.547659444069428,1686.4215757094958,4.8347,10.483164,14.331206,0.0,1.0,1
615,Ta4NiTe4,mp-1197091,55,-7.657801017222222,8.974004430316755,-0.3484175816666664,956.9355285919941,0.0,4.7571699999999995,18.658014,1.0,1.0,-1
616,Bi20(PtI12)3,mp-1197111,2,-2.9806688327118644,5.840890946238956,-0.4234169094915255,2653.449654399291,1.0709000000000004,12.092308000000001,19.50830255483252,0.0,1.0,-1
617,CuAs12P4S12Cl,mp-1197298,159,-4.6341554191666665,2.7674387793291197,-0.4811054073348572,3616.324870399678,2.2937,13.798253574027875,21.932520999999998,0.0,1.0,-1
618,Si3BiH27(C5Cl)2,mp-1197314,2,-5.0642829037209305,1.5361338428343116,-0.3569718530060465,2211.542756048888,3.1206,9.275580999999999,17.03690875688163,0.0,1.0,1
619,Al2Bi7Ru(BrCl4)2,mp-1197319,14,-3.965063278,5.179671345689993,-1.100041159054,2643.34568023159,1.185,10.05595,18.455601,0.0,1.0,-1
620,Si3As(H3C)9,mp-1197341,14,-5.097879855437499,0.9369229202395986,-0.3116554398809989,2087.7282999558533,3.3859000000000004,10.608817,16.297893,0.0,1.0,1
621,AsH10C3I,mp-1197381,62,-4.65602065,1.940768042125998,-0.2386313344133328,848.5507018383666,3.5039,6.633578,14.545309,0.0,1.0,1
622,Ga4Si12H138C55S4,mp-1197409,148,-5.219894445328639,1.0576806619304546,-0.3106704665120185,4847.670231728923,3.7139,17.155884639509143,17.155888978938414,0.0,1.0,1
623,BP4(SI)3,mp-1197482,62,-4.259385226818182,2.7189693569500686,-0.3208813484388535,1494.1098157069614,2.1989,9.128766,13.293164,0.0,1.0,-1
624,S5(IO9)2,mp-1197503,15,-5.458489720399999,2.9954910021121903,-1.5850916003249995,778.4385950161467,2.7759,9.292789552415194,15.14327603803936,2.0,1.0,-1
625,PW4Cl11,mp-1197519,12,-5.6308561765625,4.534888985486014,-1.1909716462144653,846.8163885866907,0.6118000000000001,8.856789546670791,11.533268117284448,2.0,1.0,-1
626,Ga8Sb7Te8Cl29,mp-1197560,14,-3.3718803801442307,3.2863748103374486,-1.1673446404238463,6991.135272098002,1.4760999999999995,10.89694809,34.38687356273515,0.0,1.0,-1
627,B10H13Br,mp-1197561,14,-4.799044218229167,1.2865569287066942,-0.19290168296777746,1038.3155018618622,3.3403,7.812423,12.763498258642453,0.0,1.0,1
628,Ta4CrTe4,mp-1197597,55,-8.090246971944445,8.680189835538789,-0.3505401152777792,984.2018805823527,0.0,4.850781,18.777723,1.0,1.0,-1
629,Sr3Ti5O13,mp-1197629,10,-8.254658424095238,2.7588140281101583,-3.505155808043652,2137.3198377693966,1.8868,5.666064868293349,31.87110988133821,2.0,1.0,-1
630,SbNCl8O,mp-1197652,14,-3.2522577360227274,2.017388774243103,-0.85608076236,2867.002253572602,1.7767,10.968703999999999,23.02612171481655,0.0,1.0,-1
631,CuAs12P4S12Br,mp-1197719,159,-4.619050730333333,2.842974636437144,-0.4532315330595244,3624.094299380137,2.2876,13.773258588137555,22.05949,0.0,1.0,-1
632,RbSb4S7O,mp-1197769,14,-4.388838954423076,3.449973142046233,-0.8462902183173077,1565.1779734939068,1.0171,7.520524000000001,26.823753999999997,2.0,1.0,-1
633,FeTe3S3Cl3(OF2)9,mp-1197776,14,-4.577706560202702,2.7448963993747504,-2.060724943225,2727.5365015157195,3.0463,9.790239,18.7485181906807,0.0,1.0,1
634,H2,mp-1197798,4,-3.3756990896875,0.1252760536033053,4.440892098500626e-16,427.5291115638129,8.2306,6.789841,8.471722,0.0,1.0,1
635,CuP4S3Br,mp-1197804,64,-4.642401249444443,2.5990097024140093,-0.44148499874008,929.0807208867852,1.7553999999999998,10.536982,11.853576541039462,1.0,1.0,-1
636,W2Br5,mp-1197907,14,-5.344352556785714,5.282366038136626,-0.4727974653571425,1929.3862828860924,0.8696,9.5385,18.543785616675848,2.0,1.0,-1
637,GePb(S2O7)3,mp-1197913,2,-5.974655300862072,3.1332098581350087,-1.894221198448276,856.6783763438863,3.9530000000000003,9.287307,10.984112573524865,2.0,1.0,1
638,CuH6C2SeCl,mp-1197914,14,-4.582780806818182,2.4358892345069942,-0.33360348930215944,567.2485964874206,2.5682,6.884544,11.402493356307385,2.0,1.0,-1
639,ReN2(OF2)4,mp-1198019,61,-5.4907349705833335,3.686470560799712,-1.7109660035353338,1550.2580519385376,0.5304,10.036571,12.679464,0.0,1.0,-1
640,P3CN2Cl13,mp-1198055,4,-3.900723435,1.66450170635582,-0.8653736793607522,2369.682634215645,0.0111,10.886225999999999,17.455805349866445,0.0,1.0,-1
641,Te3WCl4O,mp-1198077,14,-4.012016422083333,4.355838576636591,-0.978894351448888,4418.822526639938,1.1381,9.44329243528212,28.05644207446234,1.0,1.0,-1
642,CuAs7PS7Br,mp-1198103,14,-4.461824839411765,3.2355202118089137,-0.4574614879674374,1895.4917576065438,1.8225,9.811923,14.168952395335655,1.0,1.0,-1
643,NbP(Cl3O)2,mp-1198112,14,-5.0289306465,2.0797746174358402,-1.8760278765631435,4708.738086436823,2.6777,15.108651705091708,17.73386052,0.0,1.0,-1
644,AlH7C2SCl4,mp-1198123,14,-4.456945931083334,1.339572104999272,-0.8992334221836671,2300.065748637788,4.6652000000000005,11.464913000000001,15.320757052213347,0.0,1.0,1
645,NbAl2(SeCl4)2,mp-1198176,14,-4.3263776103846165,2.4514517900821886,-1.663678574289808,1594.2936947758758,1.9328,9.281305999999999,18.746440632078,0.0,1.0,-1
646,Te2PO7,mp-1198178,29,-5.937799123,4.4739475608828885,-1.7958445227321431,591.1344322520707,0.0,7.24005,9.750409,2.0,1.0,-1
647,As2H2CCl4,mp-1198214,9,-4.055373576111111,2.2397056025416253,-0.7176074939199998,1359.8122996034951,3.4624,11.609862659359324,12.454656530223744,0.0,1.0,1
648,SiP2H18(C3Br2)2,mp-1198259,14,-4.794540799516129,1.8978654030681643,-0.3921041541065437,1749.3983576499677,2.7460000000000004,8.814413,15.27132305280646,0.0,1.0,-1
649,Al(BiCl)4,mp-1198361,173,-3.7972521219444446,5.0716911981750945,-1.0949057911711113,3947.4849865860497,1.4598000000000002,13.420082999999998,18.429660222473334,0.0,1.0,-1
650,TcP4H36(C6Br)2,mp-1198414,121,-5.09642379909091,1.4459814483449858,-0.3211600782655575,645.5253750340966,0.0,9.599930104469877,9.599930104469877,0.0,1.0,-1
651,Mo(NO4)2,mp-1198436,14,-6.46278023659091,2.53491054769132,-1.2641519497509095,660.1739749060722,2.8204,5.40336,15.35938881432126,1.0,1.0,-1
652,CoAs2S4(O2F3)4,mp-1198499,14,-5.068406237685185,2.45634756799868,-2.125575147751112,1873.9599139674328,2.5374000000000003,8.819089,15.344011040466635,0.0,1.0,-1
653,Cu4H18C6S3I4,mp-1198506,64,-4.506946707357144,2.862390897619902,-0.3187241117724276,2200.3001566496296,2.6151,11.100073,16.36115600736965,2.0,1.0,-1
654,Ta3Br7,mp-1198538,64,-5.58995009875,6.206264481604541,-0.8867682317500005,1179.5817414764247,1.2644000000000002,9.976440175224877,11.859019,2.0,1.0,-1
655,Sr25Ti39O103,mp-1198567,10,-8.22289627281437,2.8496496835458887,-3.50753840895459,3324.546366898705,1.9476,5.640705196671505,30.06631398850302,2.0,1.0,-1
656,Nb4FeTe4,mp-1198610,55,-7.262975898333332,6.475002160566947,-0.4353729249999997,962.081926308481,0.0,4.888799,18.469974,1.0,1.0,-1
657,OsSeS3Cl4,mp-1198672,4,-4.144265849166667,3.3067599809761568,-0.7934192452509726,1018.7862896704056,1.4304,9.315965,11.878907793910393,0.0,1.0,-1
658,MoI2,mp-1198690,64,-5.021676966111111,5.099233128415414,-0.3904542127777775,1366.7273421227105,1.6796000000000002,10.472007640713217,12.857023,2.0,1.0,-1
659,P,mp-1198724,2,-5.41328586142857,1.939294650444865,0.0,1113.9060053656235,1.9259000000000004,7.8574800000000025,13.048705692163649,1.0,1.0,-1
660,Li(BH)6,mp-1198726,205,-5.116376046346153,1.1546107546172208,-0.3914765494271792,895.7524133156955,5.609,9.639681,9.639681,0.0,1.0,1
661,CdSi3AsH27C9I2,mp-1198755,19,-4.887059867093024,1.7038271302712753,-0.3424112249474415,5151.380074707933,3.2214,15.97498791,19.22588906,0.0,1.0,1
662,InSeClO3,mp-1198762,61,-4.924969896041667,4.252304212288867,-1.551896130933958,866.071464354568,3.3801,7.15827,16.664532,2.0,1.0,1
663,Si(H3C)2,mp-1198774,2,-5.1013958532905965,0.8864346848325071,-0.28836303237059746,2832.4309368584477,3.5656,10.383185525894357,17.940189520391986,0.0,1.0,1
664,Te6RuBr8,mp-1198778,14,-3.082255115166668,4.583708150732488,-0.33361461150000005,2182.171306933204,1.4039,9.833324000000001,17.126028,0.0,1.0,-1
665,Te7WBr5O,mp-1198792,54,-3.449726227678571,5.3038140678891335,-0.3754025741964274,1869.1855794314874,0.5302000000000002,7.772822,27.610625,1.0,1.0,-1
666,NbBi4BrO8,mp-1198841,33,-6.365421739464287,8.026152008359063,-1.9894436987499995,940.7147477347437,1.4701000000000004,5.580904,29.812772,2.0,1.0,-1
667,CrB6P2(H17C3)2,mp-1198848,61,-4.8425504670918365,0.8671499455355349,-0.22892392617801746,4368.263139429546,0.7475999999999999,14.60560709,17.44504702,0.0,1.0,-1
668,CdSb5OF28,mp-1198900,14,-4.348425783,3.5005604309751326,-2.474455349416286,2408.1849191011443,0.0242,10.231649,18.603508556314853,1.0,1.0,-1
669,TlSb3F18,mp-1199017,147,-4.378286468863636,4.1600455214461585,-2.545624691200909,727.7828040839148,2.2625,8.875795,9.7304281405599,2.0,1.0,-1
670,InSi4H38C14Cl,mp-1199230,2,-5.116477185517241,1.2116994739163156,-0.3235166041520678,1285.6322495519555,3.9306,9.682889,12.602371868170252,0.0,1.0,1
671,InTe14(IrBr8)2,mp-1199238,2,-3.1171096587878786,4.850405322802741,-0.370879894242424,2440.354346499968,0.0040000000000000036,11.496124,17.8619469894025,0.0,1.0,-1
672,Si4Ge(H3C)11,mp-1199342,2,-5.084749101836733,0.9972232555845566,-0.2943372352951013,1166.8186040449584,3.7710000000000004,9.623436,14.311517847520713,0.0,1.0,1
673,Si(H3C)2,mp-1199394,9,-5.099909788080809,0.9017617510387178,-0.2868769671608076,2355.936565391245,3.6294,9.847615524763599,26.28352001951757,0.0,1.0,1
674,Si2BPH28C9,mp-1199409,14,-5.099870100914634,0.8028890567861128,-0.30238330845361155,1938.1096819119118,5.16,9.431222,15.846283999999999,0.0,1.0,1
675,Cd2Sb5O2F31,mp-1199437,14,-4.1775344661250005,3.818101380148213,-2.3020551959847504,1265.2217565699925,0.0,10.562483,11.696475,2.0,1.0,-1
676,BCl,mp-1199460,205,-4.90130150875,1.8434931388811349,-0.9346801349633332,2000.2855081645728,0.0,12.59981,12.59981,0.0,1.0,-1
677,Ta4CoTe4,mp-1199549,55,-7.838804280833332,9.086616443309037,-0.3818451658333338,945.251346588818,0.0,4.813692,18.458264,1.0,1.0,-1
678,AlSnPH18(C3Cl2)2,mp-1199681,62,-4.822063899838709,1.3764760250449282,-0.5685225592506912,1972.0981229438705,5.2635000000000005,9.193128999999999,18.888509,0.0,1.0,1
679,B8P2H39RhC13,mp-1199795,14,-5.3049159975,1.1483339361419098,-0.25850500300247864,2584.3071167343464,2.2867,10.28574546,17.17311098228683,0.0,1.0,-1
680,AgSb3IF24,mp-1199846,15,-4.041075776896552,3.658184373868096,-2.28808351655954,958.7013111082242,0.3242999999999998,9.828998088684367,10.59032803754558,1.0,1.0,-1
681,ZnSb2Cl2O3,mp-1199855,62,-4.7782465575,4.337860408367743,-1.6829410012837505,655.1006032541412,3.7206,5.6806,17.552625,2.0,1.0,1
682,P2S7,mp-1199938,14,-4.540917100555556,1.8905018183742601,-0.636750346001985,1006.2568049446724,2.0353,6.7174580000000015,13.092934060865655,1.0,1.0,-1
683,Ga16Rh3,mp-1200062,68,-4.005056708421053,7.128488462297876,-0.29229609526315786,663.5572370528778,0.0,6.583489999999999,15.658939140972734,2.0,1.0,-1
684,Cu2MoSeO7,mp-1200069,14,-5.805261511136364,4.387194658242929,-1.3753864085085228,626.7722027826396,0.0,8.343288000000001,9.158443,2.0,1.0,-1
685,Si4Te2H44Pd(C8Cl)2,mp-1200140,15,-5.0422677252898565,1.4495056773073474,-0.3197699571130423,1790.3016875168755,1.9208,13.067531673447018,20.87473705429805,0.0,1.0,-1
686,Cu2As9P3S9I2,mp-1200181,14,-4.4468298255,3.3107978075837674,-0.4198190014535726,2882.3254280959363,2.0858,12.454022,16.350903799587623,1.0,1.0,-1
687,Ga21Rh4,mp-1200191,64,-4.0217966248,7.117549709981067,-0.2999071435000002,875.2583714183568,0.0,6.5712160000000015,20.549065913891198,2.0,1.0,-1
688,PH9PtC3Cl2,mp-1200217,14,-4.90983492421875,2.6729369829957923,-0.4829682006357139,850.0255040829531,2.3985000000000003,6.749072,12.014841872722295,0.0,1.0,-1
689,SbAsH6(CF4)2,mp-1200260,73,-4.801443226527779,2.747267413857982,-1.5767486663188888,915.6866472584476,5.1941000000000015,10.769259400568359,10.769259400568359,0.0,1.0,1
690,SrMo2Se2O11,mp-1200408,2,-6.3639673903125,4.0381971590469,-1.9881604887565103,504.481021880736,2.7306,8.101713,8.964962163613631,2.0,1.0,-1
691,SiP4H28(C5Cl2)2,mp-1200604,2,-4.997894273617021,1.2242140527933114,-0.4218454461422492,599.6995642526897,3.3153,7.0697740000000024,9.2629725532838,0.0,1.0,1
692,InSb3F18,mp-1200631,165,-4.514823955,3.9304668778772522,-2.664433506882727,694.6137240738707,3.4916,9.043803990605943,9.806419,1.0,1.0,1
693,Bi2Se5Cl7,mp-1200639,19,-3.3025254323214286,4.189651218609798,-0.8713409433599105,3363.943410034648,1.4358000000000002,12.082925,22.582041,2.0,1.0,-1
694,P4H36W(C6Cl)2,mp-1200698,121,-5.150572946363637,1.4622624265109387,-0.34201185402046635,634.8608357040141,1.0348000000000002,9.543304126157198,9.543304126157198,0.0,1.0,-1
695,P2O3F4,mp-1200699,54,-6.006290240555555,2.1254359320670533,-2.7567603889614283,581.0752102488765,5.831,6.7601,12.695943,0.0,1.0,1
696,In4As5(BrO4)3,mp-1200791,2,-5.4026747931250005,4.262151979693393,-1.6459626185416667,986.146440815715,2.963,8.168077,12.174321034759107,2.0,1.0,-1
697,Sc13Os3Br16,mp-1200815,58,-5.78090652984375,4.306752195196778,-1.33731508125,1876.6141630460031,0.0,9.026649,19.322725,2.0,1.0,-1
698,AlH6C2SeCl3,mp-1200831,57,-4.549172311538461,1.6480958003006363,-0.7880168033725956,976.7979597964244,4.9165,6.606856,13.427082,0.0,1.0,1
699,SiP2H18(C3Cl2)2,mp-1200839,14,-4.884380916290323,1.3273958161873276,-0.5313733758175118,805.7584031420787,3.8654,6.920692999999999,13.840422481741376,0.0,1.0,1
700,AlBi2Te2BrCl4,mp-1200931,15,-3.6056981064999998,4.784438810777951,-1.1592404308040003,1279.8004912658628,0.8872,11.655207668341994,13.778186662408373,2.0,1.0,-1
701,Re2S(ClO2)4,mp-1200983,15,-6.2072107045000005,3.7637115144044175,-1.7176925782443333,1189.9727945503205,2.0966,9.741843352677355,11.115958807371321,1.0,1.0,-1
702,Sb2Te3,mp-1201,166,-3.6675758519999997,6.121655030547824,-0.12999479799999988,169.89340676713044,0.16110000000000024,10.744895720462997,10.74489620571032,2.0,1.0,-1
703,ZnAs2S4(O2F3)4,mp-1201031,14,-4.9742820209259255,2.4732375877188693,-2.1786573822881494,1878.5539282729746,3.2295,8.820295,15.342753788072107,0.0,1.0,1
704,BPb3O4F,mp-1201056,57,-6.118033883055558,7.578714000483845,-2.093528884206296,626.9988693369289,2.3538,6.6305,12.158541,2.0,1.0,-1
705,Ge2RuC4(Cl3O2)2,mp-1201091,14,-5.892809962352941,2.25905651114034,-1.1908490270329413,839.5963578482655,3.1025,8.660730000000001,12.21208235537658,0.0,1.0,1
706,GaH6C2SeI3,mp-1201119,14,-4.110838527692308,3.1241445388597184,-0.3425288205049034,1189.463835084954,2.6548,7.881552,13.075353,0.0,1.0,-1
707,Be4N6O19,mp-1201141,205,-6.39249482512931,2.0629422787349934,-1.4497317736820683,2730.8463635462367,3.7137,13.97759403,13.97759403,0.0,1.0,1
708,AsClOF8,mp-1201143,33,-3.807738818181818,2.7570542742143185,-1.8510991890027269,670.6138418217076,2.8689999999999998,5.375914,15.038974,0.0,1.0,-1
709,TeS7Br2,mp-1201162,62,-3.62999887325,2.5950143503456,-0.5571905654375001,1310.1561586877208,2.0936,9.294203,13.92274,0.0,1.0,-1
710,P4Se3Br2,mp-1201169,15,-4.1075419802777775,2.620958817673245,-0.17257187375744032,1319.285877801188,2.32,10.65504147682683,13.343294536795625,0.0,1.0,-1
711,Pb3(NO4)2,mp-1201318,62,-5.967327092884616,5.902726825835072,-1.2743879132507685,875.0189510194427,2.1278999999999995,5.8895870000000015,18.925835,1.0,1.0,-1
712,Si4Te2H44Pt(C8Cl)2,mp-1201326,15,-5.0528292039855085,1.5919000137267088,-0.31741801696811545,1815.1344348482053,2.1648,13.090286536992116,20.963289332207815,0.0,1.0,-1
713,ZnIn2(SeO3)4,mp-1201376,14,-5.307311932894737,4.308619763373438,-1.5339044273355256,618.8570938374116,3.8857,4.896089,15.713749344071198,2.0,1.0,1
714,Sr15Ti23O61,mp-1201432,10,-8.210535629343433,2.8328913852070383,-3.5042312982617845,3975.604160774601,1.8133,5.64097174640507,30.111338103146373,2.0,1.0,-1
715,Cs3Nb9(TeO8)4,mp-1201443,63,-7.672716346979167,4.835179138340342,-2.6303736137248563,1550.4118043899539,1.4336000000000002,7.5353210000000015,19.677018494613076,2.0,1.0,-1
716,Sb2Os(OF7)2,mp-1201470,2,-4.864371292631579,3.9921029342562364,-2.3451939378505258,608.731972930004,1.4215000000000002,7.731876,10.451023094922046,0.0,1.0,-1
717,Ga2Cu(SeO3)4,mp-1201552,14,-5.4141213069736835,4.2576038989090765,-1.4621724011513155,1108.9358032677233,0.1095999999999997,4.6768,17.29938665791461,2.0,1.0,-1
718,Tl3AsSe4,mp-1201566,62,-3.4981283615625,6.374011979984669,-0.2821629546093747,1046.1444191782114,0.8419999999999996,9.324005999999999,11.534771000000001,2.0,1.0,-1
